sample_id,edge_id,citing_paper_title,cited_paper_title,citation_context,citation_context_wrapped,LLM_section,LLM_sentiment,LLM_relevance,LLM_confidence,section_annotation_note,human_section,human_sentiment,human_relevance
S024,W3089176333->W2293940046,Towards Query Pricing on Incomplete Data,Query-Based Data Pricing,"An incentive pricing mech anism beneﬁts the healthy development of data markets. Incomplete data are ubiquitous due to many reasons such as data loss, privacy preservation, instable sensor net works, etc. As a result, querying incomplete data has been extensively explored [7], [8], [9], [10], [11], [12]. In fact, many data sets sold on data markets are of incompleteness more or less, which makes the pricing problem more challenging. For instance, YoueData adopts the incompleteness degree as a factor of rating the sold data. The relatively poor quality of the data (with missing information) remarka

... [另一次引用] ...

as the bit string augmented R tree (BR tree) and the MOSAIC structure [35], bitmaps and quantization [36], for improving the query efﬁciency in high dimensional incomplete databases. Also, several spatial queries over incomplete data have been investigated, such as skyline queries [7], [10], [11], [12], [37], ranking or top k queries [8], [38], [39], similarity queries [9], [31], and comprehensive incomplete data studies [40], [41]. Data pricing schemes. First, the query based pricing model is a typical pricing solution in database community, in which the structural granularity of pricing is a qu

... [另一次引用] ...

738, 2014. [10] X. Miao, Y. Gao, B. Zheng, G. Chen, and H. Cui, “Top k domi nating queries on incomplete data,” IEEE Trans. Knowl. Data Eng., vol. 28, no. 1, pp. 252 266, 2016. [11] K. Zhang, H. Gao, X. Han, Z. Cai, and J. Li, “Probabilistic skyline on incomplete data,” in CIKM, pp. 427 436, 2017. [12] K. Zhang, H. Gao, X. Han, Z. Cai, and J. Li, “Modeling and computing probabilistic skyline on incomplete data,” IEEE Trans. on Knowl. Data Eng., 2019. [13] P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Toward practical query pricing with query market,” in SIGMOD, pp. 613 624, 201","An incentive pricing mech anism beneﬁts the healthy development of data markets. Incomplete data are
ubiquitous due to many reasons such as data loss, privacy preservation, instable sensor net works, etc. As a
result, querying incomplete data has been extensively explored [7], [8], [9], [10], [11], [12]. In fact, many
data sets sold on data markets are of incompleteness more or less, which makes the pricing problem more
challenging. For instance, YoueData adopts the incompleteness degree as a factor of rating the sold data. The
relatively poor quality of the data (with missing information) remarka

... [另一次引用] ...

as the bit string augmented R tree (BR tree) and the MOSAIC structure [35], bitmaps and quantization [36], for
improving the query efﬁciency in high dimensional incomplete databases. Also, several spatial queries over
incomplete data have been investigated, such as skyline queries [7], [10], [11], [12], [37], ranking or top k
queries [8], [38], [39], similarity queries [9], [31], and comprehensive incomplete data studies [40], [41].
Data pricing schemes. First, the query based pricing model is a typical pricing solution in database
community, in which the structural granularity of pricing is a qu

... [另一次引用] ...

738, 2014. [10] X. Miao, Y. Gao, B. Zheng, G. Chen, and H. Cui, “Top k domi nating queries on incomplete
data,” IEEE Trans. Knowl. Data Eng., vol. 28, no. 1, pp. 252 266, 2016. [11] K. Zhang, H. Gao, X. Han, Z. Cai,
and J. Li, “Probabilistic skyline on incomplete data,” in CIKM, pp. 427 436, 2017. [12] K. Zhang, H. Gao, X.
Han, Z. Cai, and J. Li, “Modeling and computing probabilistic skyline on incomplete data,” IEEE Trans. on
Knowl. Data Eng., 2019. [13] P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Toward practical
query pricing with query market,” in SIGMOD, pp. 613 624, 201",Methodology,0.85,0.9,0.95,??????????? section????????????????? Other?,,,
S025,W2473283431->W2289113545,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,Smart data pricing models for the internet of things: a bundling strategy approach,"cation based services are also primary services of the IoT with an expected revenue of £34.8 billion in 2020 (http://iotbusinessnews.com). Among these resources, the sensing data and information are the most important ones in IoT since they can maximize the utility and proﬁt of owners and providers [30]. To describe how IoT changes business models, an IoT business model (see Fig. 3) was presented in [31]. Basically, the IoT business model consists of four main components in which the value proposition of data resources is the core of the model. The value proposition involves setting the price of t

... [另一次引用] ...

e information to the IoT customers. The information can be treated as items traded in the market, and the main problem is how to set prices for the sensing infor mation so that the service providers’ proﬁts are maximized. Consider a competitive market involving IoT service providers, the authors in [30] formulated the competition in setting the price as a non cooperative game. The players are the service providers, i.e., sellers, and the strategy of each player is to set the price of the sensing information to maximize his own payoff, i.e., proﬁt. The set of the best strategies of the players yiel

... [另一次引用] ...

throughput, load balance, and minimized cost Optimization solution 6) Collusion and Price of Anarchy: In a competitive mar ket, service providers set selling prices to maximize their own proﬁts given the strategies of other providers. A Nash equilibrium can be an appropriate solution as proposed in [30]. However, due to selﬁsh behaviors of the service providers, they can collude with each other to optimize their proﬁts collectively, and thus the Nash equilibrium become inefﬁcient [274]. The collusion among service providers and the price of anarchy [275] can be investigated in the market. 7) Contr","cation based services are also primary services of the IoT with an expected revenue of £34.8 billion in 2020
(http://iotbusinessnews.com). Among these resources, the sensing data and information are the most important
ones in IoT since they can maximize the utility and proﬁt of owners and providers [30]. To describe how IoT
changes business models, an IoT business model (see Fig. 3) was presented in [31]. Basically, the IoT business
model consists of four main components in which the value proposition of data resources is the core of the
model. The value proposition involves setting the price of t

... [另一次引用] ...

e information to the IoT customers. The information can be treated as items traded in the market, and the main
problem is how to set prices for the sensing infor mation so that the service providers’ proﬁts are maximized.
Consider a competitive market involving IoT service providers, the authors in [30] formulated the competition
in setting the price as a non cooperative game. The players are the service providers, i.e., sellers, and the
strategy of each player is to set the price of the sensing information to maximize his own payoff, i.e.,
proﬁt. The set of the best strategies of the players yiel

... [另一次引用] ...

throughput, load balance, and minimized cost Optimization solution 6) Collusion and Price of Anarchy: In a
competitive mar ket, service providers set selling prices to maximize their own proﬁts given the strategies of
other providers. A Nash equilibrium can be an appropriate solution as proposed in [30]. However, due to selﬁsh
behaviors of the service providers, they can collude with each other to optimize their proﬁts collectively,
and thus the Nash equilibrium become inefﬁcient [274]. The collusion among service providers and the price of
anarchy [275] can be investigated in the market. 7) Contr",Methodology,0.85,0.9,0.95,??????????? section????????????????? Other?,,,
S026,W2954543879->W2180742472,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,Smart data pricing,"small cell system architecture that is practical in terms of algorithmic complexity, signaling overhead, etc. Our key insight in this paper is that pricing can be an effective control mechanism to meet the ﬁrst two aforementioned requirements. Pricing has been effectively employed in other contexts [26] [29] to regulate demand and enable efﬁcient sharing of resources with service differentiation, while it also naturally allows meeting the third requirement of neutral host cost recovery and achieving a revenue goal if it exists. Given that tenant behaviors and trafﬁc demands as well as spectrum ava

... [另一次引用] ...

and highlighting its superiority with respect to static pricing and alternative approaches from the literature [38], [42]. II. RELATED WORK Dynamic pricing in other contexts. Fundamentally, the pricing problem we have bears similarity with the pricing work in the Internet congestion control context [26], [42]. In these works, pricing is used as a signal to regulate the rates of senders for efﬁciently sharing network resources (e.g., bandwidth of links). Referring to [42], for example, each link in the network sets a price depending on its aggregate demand from all senders and each sender adjusts i

... [另一次引用] ...

tworks,” IEEE Wireless Communications, vol. 21, no. 2, pp. 72 79, 2014. [25] M. Matinmikko Blue et al., “Analysis of Spectrum Valuation Approaches: The Viewpoint of Local 5G Networks in Shared Spectrum Bands,” in IEEE International Symposium on Dynamic Spectrum Access Networks (DYSPAN). IEEE, 2018. [26] F. P. Kelly et al., “Rate control for communication networks: shadow prices, proportional fairness and stability,” Journal of the Operational Research society, vol. 49, no. 3, pp. 237 252, 1998. [27] S. Sen et al., “","small cell system architecture that is practical in terms of algorithmic complexity, signaling overhead, etc.
Our key insight in this paper is that pricing can be an effective control mechanism to meet the ﬁrst two
aforementioned requirements. Pricing has been effectively employed in other contexts [26] [29] to regulate
demand and enable efﬁcient sharing of resources with service differentiation, while it also naturally allows
meeting the third requirement of neutral host cost recovery and achieving a revenue goal if it exists. Given
that tenant behaviors and trafﬁc demands as well as spectrum ava

... [另一次引用] ...

and highlighting its superiority with respect to static pricing and alternative approaches from the literature
[38], [42]. II. RELATED WORK Dynamic pricing in other contexts. Fundamentally, the pricing problem we have
bears similarity with the pricing work in the Internet congestion control context [26], [42]. In these works,
pricing is used as a signal to regulate the rates of senders for efﬁciently sharing network resources (e.g.,
bandwidth of links). Referring to [42], for example, each link in the network sets a price depending on its
aggregate demand from all senders and each sender adjusts i

... [另一次引用] ...

tworks,” IEEE Wireless Communications, vol. 21, no. 2, pp. 72 79, 2014. [25] M. Matinmikko Blue et al.,
“Analysis of Spectrum Valuation Approaches: The Viewpoint of Local 5G Networks in Shared Spectrum Bands,” in
IEEE International Symposium on Dynamic Spectrum Access Networks (DYSPAN). IEEE, 2018. [26] F. P. Kelly et
al., “Rate control for communication networks: shadow prices, proportional fairness and stability,” Journal of
the Operational Research society, vol. 49, no. 3, pp. 237 252, 1998. [27] S. Sen et al., “",Methodology,0.85,0.9,0.95,??????????? section????????????????? Other?,,,
S027,W3021370403->W2790400697,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,"A Survey on Big Data Market: Pricing, Trading and Protection","must be able to efﬁciently manage the life cycle of IoT data, which typically consists of stages: data The associate editor coordinating the review of this manuscript and approving it for publication was Giovanni Merlino . collection, data analytics, data pricing, data trading, and data protection [1]. During data collection and data analytics, mas sive amounts of heterogeneous data are collected and applied to generate useful knowledge, and the results are called data services. However, these two stages often suffer from the problems of inefﬁcient data access and changeable data qual ity. To va

... [另一次引用] ...

ncy requirement of IoT services while signiﬁcantly alleviating the cloud server loads [13]. As MEC services are usually provided by network service providers, the roaming problem of mobile devices can also be addressed. C. DATA PRICING MODEL The data pricing models can be categorized into two types [1]. The economic based pricing model evaluates the price of data according to economic principles, such as costs and margins. The game theory based pricing model considers competitor behaviors before pricing. 1) ECONOMIC BASED PRICING MODELS • Cost model [14]: This model considers only the com modity

... [另一次引用] ...

ty require ment. The simulation results have demonstrated that TIDES ensures the efﬁciency, intelligence and reliability of IoT data trading. APPENDIX Abbreviations in this paper are summarized in TABLE 1. 85854 VOLUME 8, 2020 I. H. Chuang et al.: TIDES: TIDES With Blockchain Enabled MEC REFERENCES [1] F. Liang, W. Yu, D. An, Q. Yang, X. Fu, and W. Zhao, ‘‘","must be able to efﬁciently manage the life cycle of IoT data, which typically consists of stages: data The
associate editor coordinating the review of this manuscript and approving it for publication was Giovanni
Merlino . collection, data analytics, data pricing, data trading, and data protection [1]. During data
collection and data analytics, mas sive amounts of heterogeneous data are collected and applied to generate
useful knowledge, and the results are called data services. However, these two stages often suffer from the
problems of inefﬁcient data access and changeable data qual ity. To va

... [另一次引用] ...

ncy requirement of IoT services while signiﬁcantly alleviating the cloud server loads [13]. As MEC services
are usually provided by network service providers, the roaming problem of mobile devices can also be
addressed. C. DATA PRICING MODEL The data pricing models can be categorized into two types [1]. The economic
based pricing model evaluates the price of data according to economic principles, such as costs and margins.
The game theory based pricing model considers competitor behaviors before pricing. 1) ECONOMIC BASED PRICING
MODELS • Cost model [14]: This model considers only the com modity

... [另一次引用] ...

ty require ment. The simulation results have demonstrated that TIDES ensures the efﬁciency, intelligence and
reliability of IoT data trading. APPENDIX Abbreviations in this paper are summarized in TABLE 1. 85854 VOLUME
8, 2020 I. H. Chuang et al.: TIDES: TIDES With Blockchain Enabled MEC REFERENCES [1] F. Liang, W. Yu, D. An,
Q. Yang, X. Fu, and W. Zhao, ‘‘",Methodology,0.85,0.9,0.95,??????????? section????????????????? Other?,,,
S028,W3084177365->W2010653253,A Survey on Data Pricing: From Economics to Data Science,A survey of smart data pricing,"pricing functions. Unfortunately, only selection views and conjunctive queries without self joins are tractable. They present polynomial time algorithms for chain queries and cyclic queries. Technically, the core idea in the view and query based pricing framework is query determinacy [157], [158], [180]. A query Q is said to be determined by a set of views V if the answer to Q can be completely derived from the views. Query determinacy enables the feasibility of arbitrage detec tion. If V determines Q, then arbitrage happens if and only if the price of V is cheaper than that of Q. Koutris et al. [

... [另一次引用] ...

. 71, no. 3, pp. 381 392, 1981. [178] A. Roth, “Technical perspective: Pricing information (and its implications),” Commun. ACM, vol. 60, no. 12, p. 78, Nov. 2017. [179] F. Schomm, F. Stahl, and G. Vossen, “Marketplaces for data: An initial survey,” SIGMOD Rec., vol. 42, no. 1, pp. 15 26, May 2013. [180] L. Segouﬁn and V. Vianu, “Views and queries: Determinacy and rewriting,” in Proceedings of the Twenty Fourth ACM SIGMOD SIGACT SIGART Symposium on Principles of Database Systems, ser. PODS’05. New York, NY, USA: Association for Computing Machinery, 2005, pp. 49 60. [181] S. Sen, C. Joe Wong, S. Ha,","pricing functions. Unfortunately, only selection views and conjunctive queries without self joins are
tractable. They present polynomial time algorithms for chain queries and cyclic queries. Technically, the core
idea in the view and query based pricing framework is query determinacy [157], [158], [180]. A query Q is said
to be determined by a set of views V if the answer to Q can be completely derived from the views. Query
determinacy enables the feasibility of arbitrage detec tion. If V determines Q, then arbitrage happens if and
only if the price of V is cheaper than that of Q. Koutris et al. [

... [另一次引用] ...

. 71, no. 3, pp. 381 392, 1981. [178] A. Roth, “Technical perspective: Pricing information (and its
implications),” Commun. ACM, vol. 60, no. 12, p. 78, Nov. 2017. [179] F. Schomm, F. Stahl, and G. Vossen,
“Marketplaces for data: An initial survey,” SIGMOD Rec., vol. 42, no. 1, pp. 15 26, May 2013. [180] L. Segouﬁn
and V. Vianu, “Views and queries: Determinacy and rewriting,” in Proceedings of the Twenty Fourth ACM SIGMOD
SIGACT SIGART Symposium on Principles of Database Systems, ser. PODS’05. New York, NY, USA: Association for
Computing Machinery, 2005, pp. 49 60. [181] S. Sen, C. Joe Wong, S. Ha,",Methodology,0.85,0.9,0.92,??????????? section????????????????? Other?,,,
S029,W4210813858->W2743929098,Data Boundary and Data Pricing Based on the Shapley Value,Data pricing strategy based on data quality,"t in the data markets. According to the type of sold products and the corresponding pricing mechanism, the related studies can be divided into: 1. Data based pricing. They sell datasets and allow buyers to value the data directly based on the data features, including data information entropy levels [16], [17], data quality levels [18], [19], the fresh and real time features [20], [21], and the amounts of data in the dataset [22]. Also, competitive data trading model [23] considered the willingness to sell of data providers and the willingness to pay of model buyers. They proved that the model has

... [另一次引用] ...

Data brokers in an open society,’’ Dept. Law, Inst. Inf. Law, Open Soc. Found., London, U.K., Nov. 2016, Tech. Rep., p. 64. [15] L. Chen, P. Koutris, and A. Kumar, ‘‘Towards model based pricing for machine learning in a data marketplace,’’ in Proc. Int. Conf. Manage. Data, Jun. 2019, pp. 1535 1552. [16] X. Li, J. Yao, X. Liu, and H. Guan, ‘‘A ﬁrst look at information entropy based data pricing,’’ in Proc. IEEE 37th Int. Conf. Distrib. Comput. Syst. (ICDCS), Jun. 2017, pp. 2053 2060. [17] Y. Shen, B. Guo, Y. Shen, X. Duan, X. Dong, and H. Zhang, ‘‘A pricing model for big personal data,’’ Tsinghua S","t in the data markets. According to the type of sold products and the corresponding pricing mechanism, the
related studies can be divided into: 1. Data based pricing. They sell datasets and allow buyers to value the
data directly based on the data features, including data information entropy levels [16], [17], data quality
levels [18], [19], the fresh and real time features [20], [21], and the amounts of data in the dataset [22].
Also, competitive data trading model [23] considered the willingness to sell of data providers and the
willingness to pay of model buyers. They proved that the model has

... [另一次引用] ...

Data brokers in an open society,’’ Dept. Law, Inst. Inf. Law, Open Soc. Found., London, U.K., Nov. 2016, Tech.
Rep., p. 64. [15] L. Chen, P. Koutris, and A. Kumar, ‘‘Towards model based pricing for machine learning in a
data marketplace,’’ in Proc. Int. Conf. Manage. Data, Jun. 2019, pp. 1535 1552. [16] X. Li, J. Yao, X. Liu,
and H. Guan, ‘‘A ﬁrst look at information entropy based data pricing,’’ in Proc. IEEE 37th Int. Conf. Distrib.
Comput. Syst. (ICDCS), Jun. 2017, pp. 2053 2060. [17] Y. Shen, B. Guo, Y. Shen, X. Duan, X. Dong, and H.
Zhang, ‘‘A pricing model for big personal data,’’ Tsinghua S",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S030,W4210813858->W2910976764,Data Boundary and Data Pricing Based on the Shapley Value,Nonrivalry and the Economics of Data,"d data market. The associate editor coordinating the review of this manuscript and approving it for publication was Abdel Hamid Soliman . Data pricing is to price data as asset and ensure that data can be sold or purchased as a commodity in business and economic activities [3]. The data market [4], [5] is where we trade data for revenue. Perfect data pricing system and well designed data market can promote data transactions broadly. For data pricing systems, there are numerous ways to trade data or data products. A widely accepted approach for applications is to set prices to datasets directly ba

... [另一次引用] ...

adly. For data pricing systems, there are numerous ways to trade data or data products. A widely accepted approach for applications is to set prices to datasets directly based on their values. From an economic perspective, data value has been explored to study the impact on companies and industries [5] [7]. From a computer science perspective, data value focuses on data compensation [8], [9] and data fusion [10], [11]. It is crucial to measure data value cor rectly to avoid the ‘‘lemons’’ market and promote the devel opment of healthy share, exchange and reuse. However, the value of data is varie

... [另一次引用] ...

nomics to data science,’’ IEEE Trans. Knowl. Data Eng., early access, Dec. 21, 2020, doi: 10.1109/TKDE.2020.3045927. [4] C. L. Yeh, ‘‘Pursuing consumer empowerment in the age of big data: A comprehensive regulatory framework for data brokers,’’ Telecommun. Policy, vol. 42, no. 4, pp. 282 292, 2018. [5] P. Bajari, V. Chernozhukov, A. Hortaçsu, and J. Suzuki, ‘‘The impact of big data on ﬁrm performance: An empirical investigation,’’ AEA Papers Proc., vol. 109, pp. 33 37, May 2019. [6] M. Farboodi, R. Mihet, T. Philippon, and L. Veldkamp, ‘‘Big data and ﬁrm dynamics,’’ AEA Papers Proc., vol. 109, pp","d data market. The associate editor coordinating the review of this manuscript and approving it for
publication was Abdel Hamid Soliman . Data pricing is to price data as asset and ensure that data can be sold
or purchased as a commodity in business and economic activities [3]. The data market [4], [5] is where we
trade data for revenue. Perfect data pricing system and well designed data market can promote data
transactions broadly. For data pricing systems, there are numerous ways to trade data or data products. A
widely accepted approach for applications is to set prices to datasets directly ba

... [另一次引用] ...

adly. For data pricing systems, there are numerous ways to trade data or data products. A widely accepted
approach for applications is to set prices to datasets directly based on their values. From an economic
perspective, data value has been explored to study the impact on companies and industries [5] [7]. From a
computer science perspective, data value focuses on data compensation [8], [9] and data fusion [10], [11]. It
is crucial to measure data value cor rectly to avoid the ‘‘lemons’’ market and promote the devel opment of
healthy share, exchange and reuse. However, the value of data is varie

... [另一次引用] ...

nomics to data science,’’ IEEE Trans. Knowl. Data Eng., early access, Dec. 21, 2020, doi:
10.1109/TKDE.2020.3045927. [4] C. L. Yeh, ‘‘Pursuing consumer empowerment in the age of big data: A
comprehensive regulatory framework for data brokers,’’ Telecommun. Policy, vol. 42, no. 4, pp. 282 292, 2018.
[5] P. Bajari, V. Chernozhukov, A. Hortaçsu, and J. Suzuki, ‘‘The impact of big data on ﬁrm performance: An
empirical investigation,’’ AEA Papers Proc., vol. 109, pp. 33 37, May 2019. [6] M. Farboodi, R. Mihet, T.
Philippon, and L. Veldkamp, ‘‘Big data and ﬁrm dynamics,’’ AEA Papers Proc., vol. 109, pp",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S031,W4288391541->W3215634159,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,"blockchain is immutable. Every transaction has been digitally signed with a private key utilizing asymmetric cryptography to assure integrity, security, and immutability [32]. Only the public key owner can authenticate the signing entity. These signatures prevent tampering with the transaction data [33]. The blockchain communication network is decentralized and peer to peer, which solves the problem of a single point of failure. Blockchain utilizes a consensus protocol instead of a central authority to settle disagreements between nodes in a distributed application [32]. A consensus protocol is us

... [另一次引用] ...

icles activity tracking beyond 5G networks,’’ Peer Peer Netw. Appl., vol. 14, no. 5, pp. 2757 2774, Sep. 2021. [32] M. H. Nasir, J. Arshad, M. M. Khan, M. Fatima, K. Salah, and R. Jayaraman, ‘‘Scalable blockchains A systematic review,’’ Future Gener. Comput. Syst., vol. 126, pp. 136 162, Jan. 2022. [33] J. Shah, S. Agarwal, A. Shukla, S. Tanwar, S. Tyagi, and N. Kumar, ‘‘Blockchain based scheme for the mobile number portability,’’ J. Inf. Secur. Appl., vol. 58, May 2021, Art. no. 102764. [34] R. Kakkar, R. Gupta, S. Tanwar, and J. J. Rodrigues, ‘‘","blockchain is immutable. Every transaction has been digitally signed with a private key utilizing asymmetric
cryptography to assure integrity, security, and immutability [32]. Only the public key owner can authenticate
the signing entity. These signatures prevent tampering with the transaction data [33]. The blockchain
communication network is decentralized and peer to peer, which solves the problem of a single point of
failure. Blockchain utilizes a consensus protocol instead of a central authority to settle disagreements
between nodes in a distributed application [32]. A consensus protocol is us

... [另一次引用] ...

icles activity tracking beyond 5G networks,’’ Peer Peer Netw. Appl., vol. 14, no. 5, pp. 2757 2774, Sep. 2021.
[32] M. H. Nasir, J. Arshad, M. M. Khan, M. Fatima, K. Salah, and R. Jayaraman, ‘‘Scalable blockchains A
systematic review,’’ Future Gener. Comput. Syst., vol. 126, pp. 136 162, Jan. 2022. [33] J. Shah, S. Agarwal,
A. Shukla, S. Tanwar, S. Tyagi, and N. Kumar, ‘‘Blockchain based scheme for the mobile number portability,’’
J. Inf. Secur. Appl., vol. 58, May 2021, Art. no. 102764. [34] R. Kakkar, R. Gupta, S. Tanwar, and J. J.
Rodrigues, ‘‘",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S032,W4210813858->W2293940046,Data Boundary and Data Pricing Based on the Shapley Value,Query-Based Data Pricing,"he increase of dimension, the complex ity of calculation increases greatly. Meanwhile, data buyers have to purchase the whole dataset even if they are only inter ested in particular information extracted from the dataset. 2. Query based pricing. Query based pricing was proposed as QueryMarket [24], [25]. They argued that the data owners upload the entire datasets with clear price points deﬁned in advance to the market service platform. Then data buyers submit queries to the platform, and the platform generates the objective function and corresponding constraints, forming an ILP problem to get the

... [另一次引用] ...

stakeholders in IoT data markets,’’ IEEE Internet Things J., vol. 7, no. 4, pp. 3623 3639, Apr. 2020. [24] P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, ‘‘Query Market demonstration: Pricing for online data markets,’’ Proc. VLDB Endowment, vol. 5, no. 12, pp. 1962 1965, Aug. 2012. [25] P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, ‘‘Toward practical query pricing with QueryMarket,’’ in Proc. ACM SIGMOD Int. Conf. Manage. Data, 2013, pp. 613 624. [26] P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, ‘‘","he increase of dimension, the complex ity of calculation increases greatly. Meanwhile, data buyers have to
purchase the whole dataset even if they are only inter ested in particular information extracted from the
dataset. 2. Query based pricing. Query based pricing was proposed as QueryMarket [24], [25]. They argued that
the data owners upload the entire datasets with clear price points deﬁned in advance to the market service
platform. Then data buyers submit queries to the platform, and the platform generates the objective function
and corresponding constraints, forming an ILP problem to get the

... [另一次引用] ...

stakeholders in IoT data markets,’’ IEEE Internet Things J., vol. 7, no. 4, pp. 3623 3639, Apr. 2020. [24] P.
Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, ‘‘Query Market demonstration: Pricing for online
data markets,’’ Proc. VLDB Endowment, vol. 5, no. 12, pp. 1962 1965, Aug. 2012. [25] P. Koutris, P. Upadhyaya,
M. Balazinska, B. Howe, and D. Suciu, ‘‘Toward practical query pricing with QueryMarket,’’ in Proc. ACM SIGMOD
Int. Conf. Manage. Data, 2013, pp. 613 624. [26] P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D.
Suciu, ‘‘",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
S033,W2514159439->W2045522464,Big Data Driven Mobile Traffic Understanding and Forecasting: A Time Series Approach,Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,"people and the mobility patterns of users based on investigating 3G net work access ﬁngerprints of over 280,000 users. In addition, other studies about the mobility of individual person have been conducted based on taxicab location logs [14], WiFi access ﬁngerprints [13], fusion of multiple sources [15], etc. Barab´asi [19], [21], [20], [22] studies the long term mobility of individuals based on a six months’ phone call record across 100k users. Besides human mobility, cellular dataset has also been utilized to enable many other study in human behaviours. Cici [3] studied urban ecology by investig

... [另一次引用] ...

. 267 279. [13] M. Kim, D. Kotz, and S. Kim, “Extracting a mobility model from real user traces,” in Proc. IEEE INFOCOM, 2006, pp. 1 13. [14] R. Ganti, M. Srivatsa, A. Ranganathan, and J. Han, “Inferring human mobility patterns from taxicab location traces,” in Proc. ACM UbiComp, 2013, pp. 459 468. [15] D. Zhang, J. Huang, Y. Li, F. Zhang, C. Xu, and T. He, “Explor ing human mobility with multi source data at extremely large metropolitan scales,” in Proc. ACM MOBICOM, 2014, pp. 201 212. [16] H. Wang, F. Xu, Yong Li, P. Zhang, D. Jin, “Understanding Mobile Trafﬁc","people and the mobility patterns of users based on investigating 3G net work access ﬁngerprints of over
280,000 users. In addition, other studies about the mobility of individual person have been conducted based on
taxicab location logs [14], WiFi access ﬁngerprints [13], fusion of multiple sources [15], etc. Barab´asi
[19], [21], [20], [22] studies the long term mobility of individuals based on a six months’ phone call record
across 100k users. Besides human mobility, cellular dataset has also been utilized to enable many other study
in human behaviours. Cici [3] studied urban ecology by investig

... [另一次引用] ...

. 267 279. [13] M. Kim, D. Kotz, and S. Kim, “Extracting a mobility model from real user traces,” in Proc.
IEEE INFOCOM, 2006, pp. 1 13. [14] R. Ganti, M. Srivatsa, A. Ranganathan, and J. Han, “Inferring human
mobility patterns from taxicab location traces,” in Proc. ACM UbiComp, 2013, pp. 459 468. [15] D. Zhang, J.
Huang, Y. Li, F. Zhang, C. Xu, and T. He, “Explor ing human mobility with multi source data at extremely large
metropolitan scales,” in Proc. ACM MOBICOM, 2014, pp. 201 212. [16] H. Wang, F. Xu, Yong Li, P. Zhang, D. Jin,
“Understanding Mobile Trafﬁc",Methodology,0.85,0.9,0.9,??????????? section????????????????? Other?,,,
