paper_id,title,score,model,rank
W2916829860,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,0.0028138735573289284,semantic_temporal,76
W2327152018,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,0.002720922632736205,semantic_temporal,77
W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,0.0023634453781512608,semantic_temporal,78
W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",0.0023634453781512608,semantic_temporal,78
W4388068877,Multi-Blockchain Based Data Trading Markets With Novel Pricing Mechanisms,0.0023634453781512608,semantic_temporal,78
W4281293246,Business model archetypes for data marketplaces in the automotive industry,0.0020483193277310925,semantic_temporal,81
W2993467838,Evaluation of big data frameworks for analysis of smart grids,0.0020483193277310925,semantic_temporal,81
W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,0.0018828781512605045,semantic_temporal,83
W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,0.0017331932773109247,semantic_temporal,84
W4322604225,Data and Markets,0.0017331932773109247,semantic_temporal,84
W3202764263,Regression markets and application to energy forecasting,0.0017331932773109247,semantic_temporal,84
W3089176333,Towards Query Pricing on Incomplete Data,0.0015960728324287887,semantic_temporal,87
W4386021011,What is the value of data? A review of empirical methods,0.0015756302521008406,semantic_temporal,88
W4377287661,A Reference System Architecture with Data Sovereignty for Human-Centric Data Ecosystems,0.0015756302521008406,semantic_temporal,88
W2310916783,Marketplaces for Digital Data: Quo Vadis?,0.0012238940137926267,semantic_temporal,90
W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,0.0011029411764705884,semantic_temporal,91
W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",0.0011029411764705884,semantic_temporal,91
W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,0.0011029411764705884,semantic_temporal,91
W2934375453,Personal Data Market Optimization Pricing Model Based on Privacy Level,0.0009875708447341207,semantic_temporal,94
W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",0.0009453781512605043,semantic_temporal,95
W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,0.0007878151260504203,semantic_temporal,96
W3210061505,Personal big data pricing method based on differential privacy,0.0006302521008403362,semantic_temporal,97
W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,0.0006302521008403362,semantic_temporal,97
W4382600626,"We, the Data",0.00047268907563025216,semantic_temporal,99
W2734445852,A First Look at Information Entropy-Based Data Pricing,0.0003450568467909834,semantic_temporal,100
W3186955607,Pricing through health apps generated data—Digital dividend as a game changer: Discrete choice experiment,0.0003151260504201681,semantic_temporal,101
W2508874533,Smart Media Pricing (SMP): Non-uniform packet pricing game for wireless multimedia communications,0.0003151260504201681,semantic_temporal,101
W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,0.0003151260504201681,semantic_temporal,101
W2758203152,Incentivizing self-capping to increase cloud utilization,0.00015756302521008404,semantic_temporal,104
W2509511072,Understanding rollover data,0.0,semantic_temporal,105
W2097281067,TUBE,0.7277732241911078,semantic_relation,1
W2974598553,Too Much Data: Prices and Inefficiencies in Data Markets,0.44612459803750126,semantic_relation,2
W3123243120,Nonrivalry and the Economics of Data,0.39576317294187596,semantic_relation,3
W3111554765,Optimal Sticky Prices under Rational Inattention,0.16569355958897744,semantic_relation,4
W2168402580,Query-based data pricing,0.14738746967510338,semantic_relation,5
W2910976764,Nonrivalry and the Economics of Data,0.11255430023794837,semantic_relation,6
W2473283431,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,0.09520808366042166,semantic_relation,7
W2790400697,"A Survey on Big Data Market: Pricing, Trading and Protection",0.09146294976608177,semantic_relation,8
W1841962286,A Priced Public Sensing Framework for Heterogeneous IoT Architectures,0.07611942480622551,semantic_relation,9
W2010653253,A survey of smart data pricing,0.06970554961465436,semantic_relation,10
W2045522464,Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,0.06266794260076913,semantic_relation,11
W1777686370,The Pricing Behaviour of Firms in the Euro Area: New Survey Evidence,0.06049170593092729,semantic_relation,12
W2150449738,The Pricing Behaviour of Italian Firms: New Survey Evidence on Price Stickiness,0.05976879037742265,semantic_relation,13
W2293940046,Query-Based Data Pricing,0.052547998034329246,semantic_relation,14
W2612128091,QIRANA,0.05103969506277421,semantic_relation,15
W3117086259,"Fintech: what’s old, what’s new?",0.04852941176470589,semantic_relation,16
W2982407593,Trading Private Range Counting over Big IoT Data,0.04616596638655463,semantic_relation,17
W2123954539,Microeconomic Evidence on Price-Setting,0.04506302521008404,semantic_relation,18
W2289113545,Smart data pricing models for the internet of things: a bundling strategy approach,0.04180802651328161,semantic_relation,19
W2018362551,The challenges of personal data markets and privacy,0.04114197868845073,semantic_relation,20
W1994174199,Smart data pricing: To share or not to share?,0.037270015813600295,semantic_relation,21
W2514159439,Big Data Driven Mobile Traffic Understanding and Forecasting: A Time Series Approach,0.035609243697479,semantic_relation,22
W2906578628,The Internet of Things: A Review of Enabled Technologies and Future Challenges,0.03529411764705883,semantic_relation,23
W2950902070,"A Survey of Smart Data Pricing: Past Proposals, Current Plans, and Future Trends",0.032152202517190503,semantic_relation,24
W2533772775,A pricing model for Big Personal Data,0.031237744754072327,semantic_relation,25
W2743929098,Data pricing strategy based on data quality,0.029377413101401174,semantic_relation,26
W3215634159,Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,0.028676470588235296,semantic_relation,27
W3121615946,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,0.02626575630252101,semantic_relation,28
W3124517880,Optimal Sticky Prices under Rational Inattention,0.024778993478492346,semantic_relation,29
W2734426755,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,0.023185999664225927,semantic_relation,30
W2765365501,Pricing of Data Products in Data Marketplaces,0.02155563670193231,semantic_relation,31
W3084177365,A Survey on Data Pricing: From Economics to Data Science,0.021159434451125916,semantic_relation,32
W4226382147,"Smartphone App Usage Analysis: Datasets, Methods, and Applications",0.020294117647058827,semantic_relation,33
W2011238498,Accounting for Incomplete Pass-Through,0.01858609802302424,semantic_relation,34
W3127298136,A Model of the Data Economy,0.017647058823529415,semantic_relation,35
W3121561769,The Economic Consequences of Data Privacy Regulation: Empirical Evidence from GDPR,0.01717436974789916,semantic_relation,36
W2759182208,Pricing privacy – the right to know the value of your personal data,0.016860273736306556,semantic_relation,37
W3209462287,Regulatory Spillovers and Data Governance: Evidence from the GDPR,0.015210557979218253,semantic_relation,38
W4243417153,Selling Cookies,0.014578010446539256,semantic_relation,39
W4288391541,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",0.014495798319327733,semantic_relation,40
W2067195421,When Users Interfere with Protocols: Prospect Theory in Wireless Networks using Random Access and Data Pricing as an Example,0.014338235294117648,semantic_relation,41
W2581979418,When Social Network Effect Meets Congestion Effect in Wireless Networks: Data Usage Equilibrium and Optimal Pricing,0.014293029963792817,semantic_relation,42
W2156471581,Prices and Market Shares in a Menu Cost Model,0.01385920726672172,semantic_relation,43
W2166180954,Temporary Price Changes and the Real Effects of Monetary Policy,0.013701644241511636,semantic_relation,44
W2956647116,Smart Contract Based Data Trading Mode Using Blockchain and Machine Learning,0.013392857142857146,semantic_relation,45
W1998665878,When Network Effect Meets Congestion Effect,0.01277932757006423,semantic_relation,46
W3113404185,Blockchain Based Data and Energy Trading in Internet of Electric Vehicles,0.012664128151260506,semantic_relation,47
W4390728454,Pricing Game and Blockchain for Electricity Data Trading in Low-Carbon Smart Energy Systems,0.010556722689075633,semantic_relation,48
W2920282816,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,0.0101522812215711,semantic_relation,49
W4323644227,A Survey of Data Pricing for Data Marketplaces,0.010001313025210085,semantic_relation,50
W2180742472,Smart data pricing,0.007649883173707253,semantic_relation,51
W4360991875,The Economics of Digital Privacy,0.0075630252100840345,semantic_relation,52
W4293428560,Adoption of Federated Learning for Healthcare Informatics: Emerging Applications and Future Directions,0.00740546218487395,semantic_relation,53
W2921968831,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,0.006970653426902961,semantic_relation,54
W3040491562,Subscription-Based Data-Sharing Model Using Blockchain and Data as a Service,0.00689732142857143,semantic_relation,55
W2919782326,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,0.0064362287841478166,semantic_relation,56
W2190764372,Prospect Pricing in Cognitive Radio Networks,0.006302521008403362,semantic_relation,57
W3014121762,Advancing Data Monetization and the Creation of Data-based Business Models,0.006109506302521009,semantic_relation,58
W4226305897,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,0.005688813025210085,semantic_relation,59
W2126626399,The Price Is Right,0.005224164034796996,semantic_relation,60
W4312395603,Shaping future low-carbon energy and transportation systems: Digital technologies and applications,0.0047268907563025216,semantic_relation,61
W2996741051,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,0.004691488937347091,semantic_relation,62
W4385311348,Evolving deep gated recurrent unit using improved marine predator algorithm for profit prediction based on financial accounting information system,0.004411764705882354,semantic_relation,63
W3002742063,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,0.004411764705882354,semantic_relation,63
W3008256197,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,0.00434873949579832,semantic_relation,65
W4288685807,New and emerging forms of data and technologies: literature and bibliometric review,0.004254201680672269,semantic_relation,66
W3195579788,Data pricing in machine learning pipelines,0.004150258671750639,semantic_relation,67
W2942073230,Big Data Market Optimization Pricing Model Based on Data Quality,0.0041333029538867605,semantic_relation,68
W4284704402,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",0.004096638655462185,semantic_relation,69
W3206864493,Embedding European values in data governance: a case for public data commons,0.004096638655462185,semantic_relation,69
W2342966760,Time and Location Aware Mobile Data Pricing,0.004051433325137353,semantic_relation,71
W2327152018,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,0.0038511860518037856,semantic_relation,72
W4310251148,Data monetization: insights from a technology-enabled literature review and research agenda,0.0036239495798319333,semantic_relation,73
W3096125752,Data Sharing and Market Power with Two-Sided Platforms,0.0030388444776191285,semantic_relation,74
W2994622980,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,0.002993697478991597,semantic_relation,75
W4220901737,Data Market Design: A Systematic Literature Review,0.002993697478991597,semantic_relation,75
W2916829860,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,0.00287835067699508,semantic_relation,77
W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,0.0023634453781512608,semantic_relation,78
W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",0.0023634453781512608,semantic_relation,78
W4388068877,Multi-Blockchain Based Data Trading Markets With Novel Pricing Mechanisms,0.0023634453781512608,semantic_relation,78
W4281293246,Business model archetypes for data marketplaces in the automotive industry,0.0020483193277310925,semantic_relation,81
W2993467838,Evaluation of big data frameworks for analysis of smart grids,0.0020483193277310925,semantic_relation,81
W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,0.0018828781512605045,semantic_relation,83
W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,0.0017331932773109247,semantic_relation,84
W4322604225,Data and Markets,0.0017331932773109247,semantic_relation,84
W3202764263,Regression markets and application to energy forecasting,0.0017331932773109247,semantic_relation,84
W4377287661,A Reference System Architecture with Data Sovereignty for Human-Centric Data Ecosystems,0.0015756302521008406,semantic_relation,87
W4386021011,What is the value of data? A review of empirical methods,0.0015756302521008406,semantic_relation,87
W3089176333,Towards Query Pricing on Incomplete Data,0.0015636814447649416,semantic_relation,89
W2310916783,Marketplaces for Digital Data: Quo Vadis?,0.001219111197574148,semantic_relation,90
W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,0.0011029411764705884,semantic_relation,91
W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",0.0011029411764705884,semantic_relation,91
W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,0.0011029411764705884,semantic_relation,91
W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",0.0009453781512605043,semantic_relation,94
W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,0.0007878151260504203,semantic_relation,95
W3210061505,Personal big data pricing method based on differential privacy,0.0006302521008403362,semantic_relation,96
W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,0.0006302521008403362,semantic_relation,96
W2934375453,Personal Data Market Optimization Pricing Model Based on Privacy Level,0.0005113454031598356,semantic_relation,98
W4382600626,"We, the Data",0.00047268907563025216,semantic_relation,99
W2734445852,A First Look at Information Entropy-Based Data Pricing,0.00035179034884474394,semantic_relation,100
W3186955607,Pricing through health apps generated data—Digital dividend as a game changer: Discrete choice experiment,0.0003151260504201681,semantic_relation,101
W2508874533,Smart Media Pricing (SMP): Non-uniform packet pricing game for wireless multimedia communications,0.0003151260504201681,semantic_relation,101
W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,0.0003151260504201681,semantic_relation,101
W2758203152,Incentivizing self-capping to increase cloud utilization,0.00015756302521008404,semantic_relation,104
W2509511072,Understanding rollover data,0.0,semantic_relation,105
W2097281067,TUBE,0.7521140442843489,full_model,1
W2974598553,Too Much Data: Prices and Inefficiencies in Data Markets,0.447126520710385,full_model,2
W3123243120,Nonrivalry and the Economics of Data,0.3966148072141242,full_model,3
W3111554765,Optimal Sticky Prices under Rational Inattention,0.16569355958897744,full_model,4
W2168402580,Query-based data pricing,0.1468097847137315,full_model,5
W2910976764,Nonrivalry and the Economics of Data,0.11256951995825601,full_model,6
W2473283431,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,0.09280858046400237,full_model,7
W2790400697,"A Survey on Big Data Market: Pricing, Trading and Protection",0.09105873859195375,full_model,8
W2010653253,A survey of smart data pricing,0.07167616541591182,full_model,9
W1841962286,A Priced Public Sensing Framework for Heterogeneous IoT Architectures,0.06693731909495594,full_model,10
W2045522464,Understanding Mobile Traffic Patterns of Large Scale Cellular Towers in Urban Environment,0.06266794260076913,full_model,11
W1777686370,The Pricing Behaviour of Firms in the Euro Area: New Survey Evidence,0.06049170593092729,full_model,12
W2150449738,The Pricing Behaviour of Italian Firms: New Survey Evidence on Price Stickiness,0.05976879037742265,full_model,13
W2293940046,Query-Based Data Pricing,0.05257552156084605,full_model,14
W2612128091,QIRANA,0.05141880426853278,full_model,15
W3117086259,"Fintech: what’s old, what’s new?",0.04852941176470589,full_model,16
W2982407593,Trading Private Range Counting over Big IoT Data,0.04616596638655463,full_model,17
W2289113545,Smart data pricing models for the internet of things: a bundling strategy approach,0.0455029936031222,full_model,18
W2123954539,Microeconomic Evidence on Price-Setting,0.04506302521008404,full_model,19
W2018362551,The challenges of personal data markets and privacy,0.041272093036519526,full_model,20
W1994174199,Smart data pricing: To share or not to share?,0.040410737839964794,full_model,21
W2514159439,Big Data Driven Mobile Traffic Understanding and Forecasting: A Time Series Approach,0.035609243697479,full_model,22
W2906578628,The Internet of Things: A Review of Enabled Technologies and Future Challenges,0.03529411764705883,full_model,23
W2950902070,"A Survey of Smart Data Pricing: Past Proposals, Current Plans, and Future Trends",0.034821816239600324,full_model,24
W3215634159,Coalition Game and Blockchain-Based Optimal Data Pricing Scheme for Ride Sharing Beyond 5G,0.028676470588235296,full_model,25
W2533772775,A pricing model for Big Personal Data,0.028471436786404215,full_model,26
W2743929098,Data pricing strategy based on data quality,0.02776987704988456,full_model,27
W3121615946,Data Pricing for Blockchain-based Car Sharing: A Stackelberg Game Approach,0.02626575630252101,full_model,28
W2734426755,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,0.02539573424829332,full_model,29
W3124517880,Optimal Sticky Prices under Rational Inattention,0.024778993478492346,full_model,30
W2765365501,Pricing of Data Products in Data Marketplaces,0.024019809739064403,full_model,31
W3084177365,A Survey on Data Pricing: From Economics to Data Science,0.021578756579354905,full_model,32
W4226382147,"Smartphone App Usage Analysis: Datasets, Methods, and Applications",0.020294117647058827,full_model,33
W2011238498,Accounting for Incomplete Pass-Through,0.01858609802302424,full_model,34
W3127298136,A Model of the Data Economy,0.017647058823529415,full_model,35
W3121561769,The Economic Consequences of Data Privacy Regulation: Empirical Evidence from GDPR,0.01717436974789916,full_model,36
W2759182208,Pricing privacy – the right to know the value of your personal data,0.016933609995286564,full_model,37
W3209462287,Regulatory Spillovers and Data Governance: Evidence from the GDPR,0.015210557979218253,full_model,38
W4243417153,Selling Cookies,0.014667568790478112,full_model,39
W4288391541,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",0.014495798319327733,full_model,40
W2067195421,When Users Interfere with Protocols: Prospect Theory in Wireless Networks using Random Access and Data Pricing as an Example,0.014338235294117648,full_model,41
W2581979418,When Social Network Effect Meets Congestion Effect in Wireless Networks: Data Usage Equilibrium and Optimal Pricing,0.014156328717294978,full_model,42
W2156471581,Prices and Market Shares in a Menu Cost Model,0.01385920726672172,full_model,43
W2166180954,Temporary Price Changes and the Real Effects of Monetary Policy,0.013701644241511636,full_model,44
W2956647116,Smart Contract Based Data Trading Mode Using Blockchain and Machine Learning,0.013392857142857146,full_model,45
W3113404185,Blockchain Based Data and Energy Trading in Internet of Electric Vehicles,0.012814958251671277,full_model,46
W1998665878,When Network Effect Meets Congestion Effect,0.012663131510541067,full_model,47
W4323644227,A Survey of Data Pricing for Data Marketplaces,0.011496848739495802,full_model,48
W4390728454,Pricing Game and Blockchain for Electricity Data Trading in Low-Carbon Smart Energy Systems,0.010556722689075633,full_model,49
W2920282816,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,0.010095845657819347,full_model,50
W2180742472,Smart data pricing,0.008707637818373776,full_model,51
W4360991875,The Economics of Digital Privacy,0.0075630252100840345,full_model,52
W4293428560,Adoption of Federated Learning for Healthcare Informatics: Emerging Applications and Future Directions,0.00740546218487395,full_model,53
W2921968831,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,0.007021352390702125,full_model,54
W3040491562,Subscription-Based Data-Sharing Model Using Blockchain and Data as a Service,0.00689732142857143,full_model,55
W2919782326,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,0.006447666214085541,full_model,56
W2190764372,Prospect Pricing in Cognitive Radio Networks,0.006302521008403362,full_model,57
W3014121762,Advancing Data Monetization and the Creation of Data-based Business Models,0.006109506302521009,full_model,58
W4226305897,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,0.005708158263305323,full_model,59
W2126626399,The Price Is Right,0.00542694471636437,full_model,60
W4312395603,Shaping future low-carbon energy and transportation systems: Digital technologies and applications,0.0047268907563025216,full_model,61
W2996741051,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market With Network Effects,0.00465248599439776,full_model,62
W4385311348,Evolving deep gated recurrent unit using improved marine predator algorithm for profit prediction based on financial accounting information system,0.004411764705882354,full_model,63
W3002742063,Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts,0.004411764705882354,full_model,63
W3008256197,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,0.00434873949579832,full_model,65
W4288685807,New and emerging forms of data and technologies: literature and bibliometric review,0.004254201680672269,full_model,66
W3195579788,Data pricing in machine learning pipelines,0.004150258671750639,full_model,67
W2942073230,Big Data Market Optimization Pricing Model Based on Data Quality,0.004134052150925704,full_model,68
W4284704402,"A Taxonomy on Smart Healthcare Technologies: Security Framework, Case Study, and Future Directions",0.004096638655462185,full_model,69
W3206864493,Embedding European values in data governance: a case for public data commons,0.004096638655462185,full_model,69
W2342966760,Time and Location Aware Mobile Data Pricing,0.0037450717287644394,full_model,71
W4310251148,Data monetization: insights from a technology-enabled literature review and research agenda,0.0036239495798319333,full_model,72
W2327152018,AMUSE: Empowering Users for Cost-Aware Offloading with Throughput-Delay Tradeoffs,0.0031454058927408634,full_model,73
W3096125752,Data Sharing and Market Power with Two-Sided Platforms,0.0030388444776191285,full_model,74
W2994622980,Smart Contract-Based Data Commodity Transactions for Industrial Internet of Things,0.002993697478991597,full_model,75
W4220901737,Data Market Design: A Systematic Literature Review,0.002993697478991597,full_model,75
W2916829860,ARETE: On Designing Joint Online Pricing and Reward Sharing Mechanisms for Mobile Data Markets,0.002934106301340649,full_model,77
W4281710558,Blockchain for Future Wireless Networks: A Decade Survey,0.0023634453781512608,full_model,78
W4319769514,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",0.0023634453781512608,full_model,78
W4388068877,Multi-Blockchain Based Data Trading Markets With Novel Pricing Mechanisms,0.0023634453781512608,full_model,78
W4281293246,Business model archetypes for data marketplaces in the automotive industry,0.0020483193277310925,full_model,81
W2993467838,Evaluation of big data frameworks for analysis of smart grids,0.0020483193277310925,full_model,81
W3021370403,TIDES: A Trust-Aware IoT Data Economic System With Blockchain-Enabled Multi-Access Edge Computing,0.0018828781512605045,full_model,83
W3021125948,Contract Design in Hierarchical Game for Sponsored Content Service Market,0.0017331932773109247,full_model,84
W4322604225,Data and Markets,0.0017331932773109247,full_model,84
W3202764263,Regression markets and application to energy forecasting,0.0017331932773109247,full_model,84
W3089176333,Towards Query Pricing on Incomplete Data,0.0015766934859207087,full_model,87
W4386021011,What is the value of data? A review of empirical methods,0.0015756302521008406,full_model,88
W4377287661,A Reference System Architecture with Data Sovereignty for Human-Centric Data Ecosystems,0.0015756302521008406,full_model,88
W2310916783,Marketplaces for Digital Data: Quo Vadis?,0.0012238940137926267,full_model,90
W4220799794,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,0.0011029411764705884,full_model,91
W3202603574,"COVID-19 acceleration in digitalisation, aggregate productivity growth and the functional income distribution",0.0011029411764705884,full_model,91
W2954543879,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,0.0011029411764705884,full_model,91
W4377865288,"The Dimensions of Data Labor: A Road Map for Researchers, Activists, and Policymakers to Empower Data Producers",0.0009453781512605043,full_model,94
W4289544372,The value of data in digital-based business models: Measurement and economic policy implications,0.0007878151260504203,full_model,95
W3210061505,Personal big data pricing method based on differential privacy,0.0006302521008403362,full_model,96
W4210813858,Data Boundary and Data Pricing Based on the Shapley Value,0.0006302521008403362,full_model,96
W2934375453,Personal Data Market Optimization Pricing Model Based on Privacy Level,0.0005720520169356805,full_model,98
W4382600626,"We, the Data",0.00047268907563025216,full_model,99
W2734445852,A First Look at Information Entropy-Based Data Pricing,0.0003450568467909834,full_model,100
W3186955607,Pricing through health apps generated data—Digital dividend as a game changer: Discrete choice experiment,0.0003151260504201681,full_model,101
W2508874533,Smart Media Pricing (SMP): Non-uniform packet pricing game for wireless multimedia communications,0.0003151260504201681,full_model,101
W1516789636,Debt Sustainability and Procyclical Fiscal Policies in Latin America,0.0003151260504201681,full_model,101
W2758203152,Incentivizing self-capping to increase cloud utilization,0.00015756302521008404,full_model,104
W2509511072,Understanding rollover data,0.0,full_model,105
