sample_id,edge_id,source_id,target_id,citing_paper_title,cited_paper_title,alignment_status,target_reference_marker,target_reference_entry,all_target_aligned_contexts,source_pdf_filename,source_pdf_path,source_text_path,target_pdf_filename,target_pdf_path,source_pdf_missing,target_pdf_missing,LLM_section,LLM_sentiment,LLM_relevance,LLM_confidence,LLM_q,human_alignment_check,human_primary_section,human_sentiment,human_relevance,human_note
sample031,W2473283431->W2180742472,W2473283431,W2180742472,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,Smart data pricing,high_confidence,[30],"D. Niyato, X. Lu, P. Wang, D. I. Kim, and Z. Han, “Economics of internet of things (iot): An information market approach,” arXiv preprint arXiv:1510.06837, 2015.[31] D. Niyato, D. T. Hoang, N. C. Luong, P. Wang, D. I. Kim, and Z. Han, “Smart data pricing models for internet-of-things (iot): A bundling strategy approach,” vol. 30, no. 2, pp. 18–25, 2016.","Location-based services are also primary services of the IoT with an expected revenue of $34.8 billion in 2020 (http://iotbusinessnews.com). Among these resources, the sensing data and information are the most important ones in IoT since they can maximize the utility and proﬁt of owners and providers [30]. To describe how IoT changes business models, an IoT business model (see Fig.

... [another target-aligned mention] ...

The information can be treated as items traded in the market, and the main problem is how to set prices for the sensing infor- mation so that the service providers’ proﬁts are maximized. Consider a competitive market involving IoT service providers, the authors in [30] formulated the competition in setting the price as a non-cooperative game. The players are the service providers, i.e., sellers, and the strategy of each player is to set the price of the sensing information to maximize his own payoff, i.e., proﬁt.

... [another target-aligned mention] ...

The seller ﬁnds optimal rate and charge for the buyers through the utility functionMaximized throughput, load balance, and minimized costOptimization solution 6) Collusion and Price of Anarchy: In a competitive mar- ket, service providers set selling prices to maximize their own proﬁts given the strategies of other providers. A Nash equilibrium can be an appropriate solution as proposed in [30]. However, due to selﬁsh behaviors of the service providers, they can collude with each other to optimize their proﬁts collectively, and thus the Nash equilibrium become inefﬁcient [274].",sample031__source__Data_Collection_and_Wireless_Communication_in_In.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample031__source__Data_Collection_and_Wireless_Communication_in_In.pdf,,sample031__target__Smart_data_pricing.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\target_pdfs_by_sample_id\sample031__target__Smart_data_pricing.pdf,0,0,Methodology,0.6,0.7,0.9,0.3919999999999999,,,,,
sample032,W2509511072->W2010653253,W2509511072,W2010653253,Understanding rollover data,A survey of smart data pricing,high_confidence,[1],"S. Sen, C. Joe-Wong, S. Ha, and M. Chiang, “A survey of smart data pricing: Past proposals, current plans, and future trends,” ACM Computing Surveys (CSUR) , vol. 46, no. 2, p. 15, 2013.","I. I NTRODUCTION Most Internet service providers (ISPs) today charge their users a ﬂat fee for a limited amount of mobile data that can be used each month, with steep overage fees for exceeding thismonthly quota [1]. Moreover, in most cases, leftover data atthe end of each month cannot be rolled over into subsequentmonths.",sample032__source__Understanding_rollover_data.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample032__source__Understanding_rollover_data.pdf,,,,0,1,Introduction,0.0,0.3,0.9,0.018,,,,,
sample033,W2734445852->W2293940046,W2734445852,W2293940046,A First Look at Information Entropy-Based Data Pricing,Query-Based Data Pricing,high_confidence,[12],"P . Koutris, P . Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM (JACM) , vol. 62, no. 5, p. 43, 2015.","Nevertheless, data markets did not support complex ad-hoc queries at the beginning because it was unclear how to assign a proper price to a query result. Koutris et al proposed query-based data pricing framework to address complex ad-hoc queries [12]. Their framework allows data sellers to assign explicit prices to a few views or sets of views, and also provides the possibility to data buyers to issue and buy any query.

... [another target-aligned mention] ...

Their framework allows data sellers to assign explicit prices to a few views or sets of views, and also provides the possibility to data buyers to issue and buy any query. Although the price of queries can be calculated automatically from explicit prices of views using the framework proposed in [12], guidance for assigning reasonable price to views of datasets is not provided in [12]. 3) Bundling and Discrimination Pricing: Bundling pricing strategy originates from capital data market, and it represents anaggregation techniques [13].

... [another target-aligned mention] ...

As for information entropy-based pricing function presented in Section III-C, the biggest merit of proposed pricing function is the arbitrage-free property. Many of previous studies [16], [17], [12] concerning query-based data pricing dedicate to making the pricing function arbitrage-free. [16] proposed the rudiment of query-based data pricing, where a simple instance for calculation of query price for online data markets is provided.

... [another target-aligned mention] ...

Although subsequent researchers have proposed a variety of pricing functions based on [16], they still do not address the problem that the price for tuple (or view) is assigned subjectively by data owners. The proposed data pricing metric, data information entropy, might offer a new angle to address this problem in [16], [17], [12], because data information entropy could provide speciﬁc pricing relationship among tuples (views). IV .",,,,sample033__target__Query_Based_Data_Pricing.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\target_pdfs_by_sample_id\sample033__target__Query_Based_Data_Pricing.pdf,1,0,Introduction,0.3,0.7,0.9,0.1273999999999999,,,,,
sample034,W2790400697->W2289113545,W2790400697,W2289113545,"A Survey on Big Data Market: Pricing, Trading and Protection",Smart data pricing models for the internet of things: a bundling strategy approach,high_confidence,[77],"D. Niyato, D. T. Hoang, N. C. Luong, P. Wang, D. I. Kim, and Z. Han, “Smart data pricing models for the Internet of Things: A bundling strategy approach,” IEEE Network, vol. 30, no. 2, pp. 18–25, 2016.","Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",sample034__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample034__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,,,,0,1,Methodology,0.5,0.7,0.9,0.3674999999999999,,,,,
sample035,W2790400697->W2293940046,W2790400697,W2293940046,"A Survey on Big Data Market: Pricing, Trading and Protection",Query-Based Data Pricing,high_confidence,[76],"P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM (JACM), vol. 62, no. 5, p. 43, 2015.","Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",sample035__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample035__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,,sample035__target__Query_Based_Data_Pricing.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\target_pdfs_by_sample_id\sample035__target__Query_Based_Data_Pricing.pdf,0,0,Methodology,0.5,0.7,0.8,0.3674999999999999,,,,,
sample036,W2790400697->W2473283431,W2790400697,W2473283431,"A Survey on Big Data Market: Pricing, Trading and Protection",Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,high_confidence,[56],"N. C. Luong, D. T. Hoang, P. Wang, D. Niyato, D. I. Kim, and Z. Han, “Data collection and wireless communication in Internet of Things (IoT) using economic analysis and pricing models: a survey,” IEEE Communications Surveys & Tutorials, vol. 18, no. 4, pp. 2546–2590, 2016.","Pricing mechanisms adjust price and payment schedule to guarantee the enough scale of participants and improve the data service, data accuracy, and data coverage. There are several different pricing strategies for evaluating cost according to the different scenarios [56]. The most common strategy is economic-based pricing, which establishes the price model based on economic principles.

... [another target-aligned mention] ...

The payoff result will be affected not only by one play, but also by others [63]. In [56] and [64], the authors designed a pricing model to evaluate IoT sensing data. In the model, all vendors sell their data in a competitive manner, and they deﬁne this model as non-cooperative game.",sample036__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample036__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,,sample036__target__Data_Collection_and_Wireless_Communication_in_In.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\target_pdfs_by_sample_id\sample036__target__Data_Collection_and_Wireless_Communication_in_In.pdf,0,0,Methodology,0.5,0.7,0.9,0.3674999999999999,,,,,
sample037,W2790400697->W2743929098,W2790400697,W2743929098,"A Survey on Big Data Market: Pricing, Trading and Protection",Data pricing strategy based on data quality,high_confidence,[82],"H. Yu and M. Zhang, “Data pricing strategy based on data quality,” Computers & Industrial Engineering, vol. 112, pp. 1–10, 2017.","Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",sample037__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample037__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,,,,0,1,Methodology,0.5,0.7,0.8,0.3674999999999999,,,,,
sample038,W2790400697->W2168402580,W2790400697,W2168402580,"A Survey on Big Data Market: Pricing, Trading and Protection",Query-based data pricing,high_confidence,[76],"P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM (JACM), vol. 62, no. 5, p. 43, 2015.","Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",sample038__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample038__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,,sample038__target__Query_based_data_pricing.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\target_pdfs_by_sample_id\sample038__target__Query_based_data_pricing.pdf,0,0,Methodology,0.5,0.6,0.8,0.27,,,,,
sample039,W2790400697->W2765365501,W2790400697,W2765365501,"A Survey on Big Data Market: Pricing, Trading and Protection",Pricing of Data Products in Data Marketplaces,high_confidence,[83],"S. A. Fricker and Y . V . Maksimov, “Pricing of data products in data marketplaces,” in International Conference of Software Business. Springer, 2017, pp. 49–66.","Market Structures Pricing Models Algorithms/Schemes Goals Approaches [16] Monopoly Economic-Based Pricing Information EntropyReduce uncertainty by reducing the information entropy to avoid the interference from uncertain data contentDeﬁne ﬁve tuples parameters for data and reduce the uncertainty information entropy [75] Strong competition Economic-Based Pricing Gaussian ProcessCapture the uncertain contents of source dataCreate a trading market, and simulate the trading process. Then, use statistics approach and Gaussian process to analyze the data trading and maximum proﬁt process [76] Monopoly Economic-Based Pricing Max-Flow problemImprove the transparency of data pricePropose a Generalized Chain Queries and obtain the price by computing the time complexity of GChQ query [77] Strong competitionGame Theory-Based PricingStackelberg Game-Based PricingUse pricing incentives method to improve the Quality of Service (QoS) and encourage upload data for the sensorsSet a bundle with data and service; use Stackelberg game to encourage the service and negotiate the data price with consumers [52] Monopoly Economic-Based PricingAlternate optimal multi-step pricing schemeCompute the most closest pricing in case of fallaciesPropose a general framework to compute the proﬁt for a licensed datasets pricing and consider with Willingness to Pay (WTP) of consumer side, and then obtain the maximizing proﬁt [78] Monopoly Economic-Based Pricing Economic-Based schemesCreate the differential digital productCalculate the differentiation of digital product and create the “differential delay”, then, pricing the digital product depends on the differentiations [79] MonopolyGame Theory-Based PricingStackelberg Game-Based PricingUse concave increasing function and Stackelberg game to maximize the proﬁt of datasetsCreate a digital market model with sensors, datasets, and consumers and use Stackelberg game model to obtain the maximum proﬁt [80] Strong competitionEconomic-Based Pricing and Auction-Based PricingEconomic-based schemes and Bargaining gameCalculate the cost and build economic modelBuild the economic model to analyze and calculate the cost of a certain datasets, and then, use Bargaining game to conﬁrm price of the datasets [81] Oligopoly Economic-Based PricingStatistics and Machine learning (Time-Dependent Pricing based on K-Nearest Neighbors (TDP-KNN) algorithm pricing algorithm and Time-Dependent Pricing based on Transition Rules (TDP-TR) pricing algorithm)Collect the usage of a certain datasetUse machine learning TDP-KNN algorithm) to collect and analyze the usage of some datasets and calculate the future usage expectation, and then, price the data [82] Monopoly Economic-Based Pricing Genetic algorithmDesign an assessment methods for exist data product and obtain its multi-dimensionality and dimensionsCreate a data-pricing tow level programming model depends on the quality and the proﬁt, and using genetic algorithm solves the model [83] Strong competition Economic-Based Pricing Snowballing AlgorithmDesign the market rule and the pricing modelsDesign a market model to create the selling database, and analyze the database 2169-3536 (c) 2018 IEEE. Translations and content mining are permitted for academic research only.",sample039__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample039__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,,,,0,1,Methodology,0.5,0.6,0.8,0.27,,,,,
sample040,W2790400697->W2533772775,W2790400697,W2533772775,"A Survey on Big Data Market: Pricing, Trading and Protection",A pricing model for Big Personal Data,high_confidence,[15],"P. Lewis, “An ”all you can eat” price is clogging internet access,” New York Times. December, vol. 17, p. A1, 1996.[16] Y . Shen, B. Guo, Y . Shen, X. Duan, X. Dong, and H. Zhang, “A pricing model for big personal data,” Tsinghua Science and Technology, vol. 21, no. 5, pp. 482–490, 2016.","Indeed, in 1996, the largest U.S. Internet Service Provider, AOL, switched to a monthly data plan [15]. This was the ﬁrst time that a business endowed the data itself with a commercial value.",sample040__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample040__source__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,,sample040__target__A_pricing_model_for_Big_Personal_Data.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\target_pdfs_by_sample_id\sample040__target__A_pricing_model_for_Big_Personal_Data.pdf,0,0,Introduction,0.0,0.3,0.8,0.018,,,,,
sample041,W2921968831->W2759182208,W2921968831,W2759182208,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,Pricing privacy – the right to know the value of your personal data,high_confidence,[18],"G. Malgieri and B. Custers, “Pricing privacy – the right to know the value of your personal data,” Computer Law & Security Review, vol. 34, no. 2, pp. 289 – 303, 2018.","The pro- posed WTB is also designed based on literature [17] to reﬂect real-world behaviors. This paper also proposes a personal data quality model for the collection of heterogeneous types of personal data by considering correlations of multiple personal data types as well as quantity of personal dataset based on literature [18] related to personal data pricing factors. The correlation of multiple personal data types is important to measure quality of personal dataset because when personal data is combined with other personal data, per- sonal data providers can potentially be identiﬁed through additional processing.

... [another target-aligned mention] ...

Content may change prior to final publication. Citation information: DOI 10.1109/ACCESS.2019.2904248, IEEE Access SUBMITTED TO IEEE ACCESS 3 and valuations of privacy (i.e., personal data pricing or pri- vacy pricing models) have also been studied [18], [28]–[33]. Malgieri and Custers investigated that the monetary value of personal data can be quantiﬁed with various personal data pricing factors [18].

... [another target-aligned mention] ...

Citation information: DOI 10.1109/ACCESS.2019.2904248, IEEE Access SUBMITTED TO IEEE ACCESS 3 and valuations of privacy (i.e., personal data pricing or pri- vacy pricing models) have also been studied [18], [28]–[33]. Malgieri and Custers investigated that the monetary value of personal data can be quantiﬁed with various personal data pricing factors [18]. Gkatzelis et al.

... [another target-aligned mention] ...

Quantifying the value and quality of personal data is an important factor to decide price of personal data. We choose several metrics to deﬁne the personal data quality function Q based on [18]. By analyzing various privacy regulations and researches, this work investigated privacy pricing factors as follows: sizeof dataset, completeness of dataset, a number of data types and their combinations, the level of identiﬁability of personal data.

... [another target-aligned mention] ...

There are many possible ways to increase the possibility for market participation of personal data providers; and in this paper, we have focused on a possible approach with personal data providers’ incentives. Since personal data now become a new ﬁnancial asset for individuals [10], this approach also has investigated in previous works [18], [28], [33]. However, it was still ambiguous about the feasibility of the IoT data market with personal data providers’ incentives; in other words, how 2169-3536 (c) 2018 IEEE.",sample041__source__Personal_Data_Trading_Scheme_for_Data_Brokers_in.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample041__source__Personal_Data_Trading_Scheme_for_Data_Brokers_in.pdf,,,,0,1,Methodology,0.6,0.8,0.9,0.5120000000000001,,,,,
sample042,W2921968831->W2533772775,W2921968831,W2533772775,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,A pricing model for Big Personal Data,high_confidence,[30],"Y . Shen, B. Guo, Y . Shen, X. Duan, X. Dong, and H. Zhang, “A pricing model for Big Personal Data,” Tsinghua Science and Technology, vol. 21, no. 5, pp. 482–490, 2016.","Shen et al. also proposed a linear function based the per- sonal data pricing scheme by considering information entropy, credit of data providers, and data reference index [30]. Xu et al.proposed a dynamic personal data pricing scheme using the multi-armed bandit approach under privacy-preserved personal data environments [31].",sample042__source__Personal_Data_Trading_Scheme_for_Data_Brokers_in.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample042__source__Personal_Data_Trading_Scheme_for_Data_Brokers_in.pdf,,sample042__target__A_pricing_model_for_Big_Personal_Data.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\target_pdfs_by_sample_id\sample042__target__A_pricing_model_for_Big_Personal_Data.pdf,0,0,Methodology,0.5,0.6,0.9,0.27,,,,,
sample043,W2921968831->W2790400697,W2921968831,W2790400697,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,"A Survey on Big Data Market: Pricing, Trading and Protection",high_confidence,[19],"F. Liang, W. Yu, D. An, Q. Yang, X. Fu, and W. Zhao, “A Survey on Big Data Market: Pricing, Trading and Protection,” IEEE Access , vol. 6, pp. 15 132–15 154, 2018.","II. R ELATED WORK Data market and data trading issues have recently motivated studies to maximize revenues and proﬁts of data brokers (or data service providers) while satisfying data consumers (i.e., data buyers) [19]–[26]. Speciﬁcally, various data market structures for data trading like monopoly market, oligopoly market, and strong competition market were introduced in [19].

... [another target-aligned mention] ...

R ELATED WORK Data market and data trading issues have recently motivated studies to maximize revenues and proﬁts of data brokers (or data service providers) while satisfying data consumers (i.e., data buyers) [19]–[26]. Speciﬁcally, various data market structures for data trading like monopoly market, oligopoly market, and strong competition market were introduced in [19]. Niyato et al.",sample043__source__Personal_Data_Trading_Scheme_for_Data_Brokers_in.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\source_pdfs_by_sample_id\sample043__source__Personal_Data_Trading_Scheme_for_Data_Brokers_in.pdf,,sample043__target__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,D:\数据集\new\shujudingjia\annotation_package_final\representative\target_pdfs_by_sample_id\sample043__target__A_Survey_on_Big_Data_Market_Pricing_Trading_and_.pdf,0,0,Other,0.0,0.6,0.85,0.036,,,,,
