edge_id,source_id,target_id,citing_paper_title,cited_paper_title,citing_year,cited_year,target_reference_marker,target_reference_entry,reference_match_method,reference_match_score,num_mentions,all_target_aligned_contexts,context_type,alignment_status,alignment_note,source_of_acceptance
W3084177365->W2612128091,W3084177365,W2612128091,A Survey on Data Pricing: From Economics to Data Science,QIRANA,2020,2020,[55],"——, “Qirana: A framework for scalable query pricing,” in Pro- ceedings of the 2017 ACM International Conference on Management of Data, ser. SIGMOD’17. New York, NY, USA: Association for Computing Machinery, 2017, pp. 699–713.",title_exact,0.97,3,"Many theoretical methods are not scalable in practice. Qirana [55], [56] is a system for query-based pricing, which allows data sellers to choose from a set of pricing functions that are information arbitrage-free, which covers both post-processing arbitrage- freeness and serendipitous arbitrage-freeness in Lin and Kifer’s taxonomy [138]. Qirana also supports history-aware pricing.

... [another target-aligned mention] ...

If a buyer gets two coupons c1andc2in two different purchases such that c1[(tid;uid;v )] =c2[(tid;uid;v )], then the buyer can ask the seller for a refund by showing the two coupons. As pointed out by Deep and Koutris [55], the refund mechanism does not provide any arbitrage-free guarantee. Qirana [55], [56] can support history-aware pricing.

... [another target-aligned mention] ...

As pointed out by Deep and Koutris [55], the refund mechanism does not provide any arbitrage-free guarantee. Qirana [55], [56] can support history-aware pricing. To incorporate a query history, suppose a buyer already purchases queries Q=Q1;:::;Qkand pays for a to- tal ofp(Q;D )so far.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3084177365->W2734426755,W3084177365,W2734426755,A Survey on Data Pricing: From Economics to Data Science,An Online Pricing Mechanism for Mobile Crowdsensing Data Markets,2020,2020,[223],"Z. Zheng, Y. Peng, F. Wu, S. Tang, and G. Chen, “An online pricing mechanism for mobile crowdsensing data markets,” in Proceedings of the 18th ACM International Symposium on Mobile Ad Hoc Networking and Computing , ser. Mobihoc’17. New York, NY, USA: Association for Computing Machinery, 2017.",title_exact,0.97,1,"Zheng et al. [223] consider online pricing for mobile crowd-sensing data markets. Different from most of the work on data markets, they assume that data providers are distributed in space and there are three types of spa- tial queries from buyers, namely single-data query (e.g., inquiring the value at a speciﬁc location), multi-data query (e.g., inquiring the mean in a region) and range query (e.g., inquiring the probability that the data at a region falls in a given range).",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3084177365->W2743929098,W3084177365,W2743929098,A Survey on Data Pricing: From Economics to Data Science,Data pricing strategy based on data quality,2020,2017,[219],"H. Yu and M. Zhang, “Data pricing strategy based on data quality,” Computers & Industrial Engineering, vol. 112, pp. 1 – 10, 2017.",title_exact,0.97,1,"Another difﬁculty is that many data sets do not have public prices associated. Yu and Zhang [219] consider pricing multiple versions formed by multiple factors of data quality and build a two-level model. The ﬁrst level is the data platform where a single owner is assumed, who designs the number of versions.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3084177365->W2765365501,W3084177365,W2765365501,A Survey on Data Pricing: From Economics to Data Science,Pricing of Data Products in Data Marketplaces,2020,2020,[75],"S. A. Fricker and Y. V . Maksimov, “Pricing of data products in data marketplaces,” in Software Business, A. Ojala, H. Holm-str¨om Olsson, and K. Werder, Eds. Cham: Springer International Publishing, 2017, pp. 49–66.",title_exact,0.97,2,"They also discuss data trading and protection. Fricker and Maksimov [75] report a literature survey over 18 research articles regarding several research questions, including maturity of the pric- ing models. Very recently, Zhang and Beltr ´an [220] review the state-of-the-art data pricing methods.

... [another target-aligned mention] ...

Very recently, Zhang and Beltr ´an [220] review the state-of-the-art data pricing methods. They categorize data pricing methods according to two important data properties, granularity and privacy, This article covers a substantially broader scope than those [75], [136], [220]. We connect economics, digital product pricing and data product pricing.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3084177365->W2790400697,W3084177365,W2790400697,A Survey on Data Pricing: From Economics to Data Science,"A Survey on Big Data Market: Pricing, Trading and Protection",2020,2018,[136],"F. Liang, W. Yu, D. An, Q. Yang, X. Fu, and W. Zhao, “A survey on big data market: Pricing, trading and protection,” IEEE Access, vol. PP , pp. 1–1, 02 2018.",title_exact,0.97,2,"For example, Liang et al. [136] survey the life cycle of big data, and reviews 11 data pricing models. They also discuss data trading and protection.

... [another target-aligned mention] ...

Very recently, Zhang and Beltr ´an [220] review the state-of-the-art data pricing methods. They categorize data pricing methods according to two important data properties, granularity and privacy, This article covers a substantially broader scope than those [75], [136], [220]. We connect economics, digital product pricing and data product pricing.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3084177365->W2919782326,W3084177365,W2919782326,A Survey on Data Pricing: From Economics to Data Science,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,2020,2019,[161],"C. Niu, Z. Zheng, S. Tang, X. Gao, and F. Wu, “Making big money from small sensors: Trading time-series data under pufferﬁsh privacy,” in IEEE INFOCOM 2019 - IEEE Conference on Computer Communications, April 2019, pp. 568–576.",title_compact_exact,0.99,1,Niu et al. [161] further extend to time series data that may have temporal correlations. They adopt Pufferﬁsh privacy [117] to measure privacy losses under temporal correlations.,exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[161] | human_note=nan,rescued_and_verified
W3084177365->W2974598553,W3084177365,W2974598553,A Survey on Data Pricing: From Economics to Data Science,Too Much Data: Prices and Inefficiencies in Data Markets,2020,2020,[3],"D. Acemoglu, A. Makhdoumi, A. Malekian, and A. Ozdaglar, “Too Much Data: Prices and Inefﬁciencies in Data Markets,” Na- tional Bureau of Economic Research, Inc, NBER Working Papers 26296, Sep. 2019.",title_compact_exact,0.99,1,"Recently, Acemoglu et al. [3] present an insightful study on the ecological effect of data markets. They demonstrate that a user’s sharing of data may likely reveal some other users’ privacy and depress the price of other users’ data.",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[3] | human_note=nan,rescued_and_verified
W3084177365->W4243417153,W3084177365,W4243417153,A Survey on Data Pricing: From Economics to Data Science,Selling Cookies,2020,2020,[33],"D. Bergemann and A. Bonatti, “Selling cookies,” American Eco- nomic Journal: Microeconomics, vol. 7, no. 3, pp. 259–94, August 2015.",title_exact,0.97,1,"For example, the information about how customers are connected in social networks can be used to design customized discounts in marketing campaigns [215]. Bergemann and Bonatti [33] develop a model of pricing customer-level information such that the data about each customer are sold individually and individual queries to the database are priced linearly. As new technologies of customer tracking become available, more pricing models may emerge.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3089176333->W2126626399,W3089176333,W2126626399,Towards Query Pricing on Incomplete Data,The Price Is Right,2020,2020,[26],"R. Tang, H. Wu, B. Zhifeng, K. Thomas, and B. Stephane, “The price is right, The price of relational and probabilistic relational data,” tech. rep., TRB5/12, 2012.",title_exact,0.97,4,"5.1 Deriving the Lineage Sets We utilize two strategies, i.e., Active and Lazy, to seek lineage sets. They are the most appropriate methods for ﬁnding lineage tuples [26]. In particular, the main idea of Active is to track the procedure of performing the query Q, and record lineage sets simultaneously.

... [another target-aligned mention] ...

In addition, Baseline is able to get the price accurately, while it cannot be done by AD&C. The approximate ratio AD&C is equal to n, i.e., the number of result tuples stored in Q(D)[26]. The approximate ratio is the ratio of the approximate price (derived by AD&C) to the exact price.

... [another target-aligned mention] ...

Furthermore, UCP is deﬁned as the multiplication of UP and the dataset complete rate (i.e., one minus the missing rate), which is more reasonable as it considers the data completeness. We generalize existing methods [26] to implement Active andLazy strategies, as they are the latest strategies to derive the query lineage set. Authorized licensed use limited to: University of Liverpool.

... [another target-aligned mention] ...

There are some efforts on revenue maximizing arbitrage-free pricing [19], [43], [44], the pricing problem for trading time series data and personal data [45], [46], [47], [48], pricing queries while protecting the seller’s privacy [49], [50] or in cloud environments [51]. In contrast, another kind of pricing scheme considers the tuples of relations as the structural granularity of the pricing function [15], [26], [52], [53]. It is usually based on the data lineage, i.e., the set of the tuples contributing to the result tuples of a query.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3089176333->W2293940046,W3089176333,W2293940046,Towards Query Pricing on Incomplete Data,Query-Based Data Pricing,2020,2020,[14],"P. Koutris, P. Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing,” Journal of the ACM, vol. 62, no. 5, p. 43, 2015.",title_exact,0.97,3,"p3 2019-10-21 2019-11-01 t4u2? 2019-09-22 ?(c)Product(P) Pid Size Memory Price p14.7 64 $5988 p24.7 256 $7288 p35.5 64 $6888 p45.5 256 $8188 the literature [13], [14], [15], [16], [17], [18], [19]. However, these existing pricing approaches are notsuitable for pricing incomplete data, since they do not consider data complete- ness.

... [another target-aligned mention] ...

An arbitrage-free price function means that, the data buyer cannot purchase a query by buying a group of other queries at a lower price, and the price of a given query is unique and same. In particular, the arbitrage-free property is deﬁned based on a notion of query determinacy [14]. Informally, a set of data views/queries V determines some query Q, if one can compute answers of Qonly from answers of views without having access to the underlying dataset.

... [another target-aligned mention] ...

The seller sets the price of a speciﬁc set of base queries (also called view), and then, the algorithm has to derive the price of any other query that could be made to the database. This group consists of pricing generalized chain queries (i.e., a special type of join conjunctive query when the base queries are only selection queries) [14], [42] and pricing SQL queries [13], [16]. There are some efforts on revenue maximizing arbitrage-free pricing [19], [43], [44], the pricing problem for trading time series data and personal data [45], [46], [47], [48], pricing queries while protecting the seller’s privacy [49], [50] or in cloud environments [51].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3089176333->W2612128091,W3089176333,W2612128091,Towards Query Pricing on Incomplete Data,QIRANA,2020,2020,[16],"S. Deep and P. Koutris, “QIRANA: A framework for scalable query pricing,” in SIGMOD, pp. 699–713, 2017.",title_exact,0.97,5,"p3 2019-10-21 2019-11-01 t4u2? 2019-09-22 ?(c)Product(P) Pid Size Memory Price p14.7 64 $5988 p24.7 256 $7288 p35.5 64 $6888 p45.5 256 $8188 the literature [13], [14], [15], [16], [17], [18], [19]. However, these existing pricing approaches are notsuitable for pricing incomplete data, since they do not consider data complete- ness.

... [another target-aligned mention] ...

One can also compute other combined prices (e.g., the highest/average price) of lineage tuples for it. Moreover, the higher the tuple completeness, the higher the UCA price.The arbitrage-free property widely explored in relevant studies [13], [16], [19] is a typical and important property for price functions. This property is necessary for data pricing toavoid arbitrage .

... [another target-aligned mention] ...

Following existing studies [31], [7], [10], we simulate incomplete datasets via randomly discarding some values at a certain missing rate. In the experiments, following the related work [16], we use 40 queries over four datasets to conduct performance evaluation. All of the queries are described in Table 5, including 16 queries (w.r.t.

... [another target-aligned mention] ...

The seller sets the price of a speciﬁc set of base queries (also called view), and then, the algorithm has to derive the price of any other query that could be made to the database. This group consists of pricing generalized chain queries (i.e., a special type of join conjunctive query when the base queries are only selection queries) [14], [42] and pricing SQL queries [13], [16]. There are some efforts on revenue maximizing arbitrage-free pricing [19], [43], [44], the pricing problem for trading time series data and personal data [45], [46], [47], [48], pricing queries while protecting the seller’s privacy [49], [50] or in cloud environments [51].

... [another target-aligned mention] ...

Our proposed pricing scheme iDBPricer belongs to the category. Q IRANA [16], [54], standing the viewpoint of the data buyer, employs the possible world semantic to price relational queries. In addition, there is a series of studies on pricing machine learning tasks [17], [18], [55], pricing-related problems in both advertising markets and labor markets [56], etc.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3089176333->W2743929098,W3089176333,W2743929098,Towards Query Pricing on Incomplete Data,Data pricing strategy based on data quality,2020,2017,[25],"H. Yu and M. Zhang, “Data pricing strategy based on data qual- ity,” Computers & Industrial Engineering, vol. 112, pp. 1–10, 2017.",title_compact_exact,0.99,1,"6. κ(Q,D) =∑m i=1(∑ t∈T∗ iϵ(t) +∑ t∈Ta iϵ(t)) ∑m i=1(|T∗ i|+|Ta i|)(6) The newly presented quality function κtakes into ac- count the speciﬁc operator, which is different from the simple quality of counting the missing rate on the entire dataset [24], [25]. It provides a new way to measure the query quality over incomplete data.",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[25] | human_note=nan,rescued_and_verified
W3089176333->W2919782326,W3089176333,W2919782326,Towards Query Pricing on Incomplete Data,Making Big Money from Small Sensors: Trading Time-Series Data under Pufferfish Privacy,2020,2019,[47],"C. Niu, Z. Zheng, S. Tang, X. Gao, and F. Wu, “Making big money from small sensors: Trading time-series data under pufferﬁsh privacy,” in INFOCOM, pp. 568–576, 2019.",title_compact_exact,0.99,1,"This group consists of pricing generalized chain queries (i.e., a special type of join conjunctive query when the base queries are only selection queries) [14], [42] and pricing SQL queries [13], [16]. There are some efforts on revenue maximizing arbitrage-free pricing [19], [43], [44], the pricing problem for trading time series data and personal data [45], [46], [47], [48], pricing queries while protecting the seller’s privacy [49], [50] or in cloud environments [51]. In contrast, another kind of pricing scheme considers the tuples of relations as the structural granularity of the pricing function [15], [26], [52], [53].",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=[47] | human_note=nan,rescued_and_verified
W3089176333->W2920282816,W3089176333,W2920282816,Towards Query Pricing on Incomplete Data,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,2020,2019,[44],"W. Mao, Z. Zheng, and F. Wu, “Pricing for revenue maximization in iot data markets: An information design perspective,” in INFO- COM, pp. 1837–1845, 2019.",title_exact,0.97,1,"This group consists of pricing generalized chain queries (i.e., a special type of join conjunctive query when the base queries are only selection queries) [14], [42] and pricing SQL queries [13], [16]. There are some efforts on revenue maximizing arbitrage-free pricing [19], [43], [44], the pricing problem for trading time series data and personal data [45], [46], [47], [48], pricing queries while protecting the seller’s privacy [49], [50] or in cloud environments [51]. In contrast, another kind of pricing scheme considers the tuples of relations as the structural granularity of the pricing function [15], [26], [52], [53].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3195579788->W2126626399,W3195579788,W2126626399,Data pricing in machine learning pipelines,The Price Is Right,2020,2020,107,"Tang R, Wu H, Bao Z, Bressan S, Valduriez P (2013) The price is right—models and algorithms for pricing data. In: Decker H, Lhotská L, Link S, Basl J, Tjoa AM (eds) Database and expert systems applications—24th international conference, DEXA 2013, Prague, Czech Republic, August 26–29, 2013. Proceedings, 123 Data pricing in machine learning pipelines 1453 part II, lecture notes in computer science, vol 8056. Springer, pp 380–394. https://doi.org/10.1007/978- 3-642-40173-2_31",title_exact,0.97,1,"[ 75] study the problem of pricing selection-projection-natural join queries over incomplete databases. An arbitrage-free pricing function is proposed based on the idea ofdata provenance, which describes the origins of a piece of data and its processing history [ 10, 107]. Let tbe a tuple in a query answer Q(D).",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W3195579788->W2168402580,W3195579788,W2168402580,Data pricing in machine learning pipelines,Query-based data pricing,2020,2020,58,"Koutris P, Upadhyaya P, Balazinska M, Howe B, Suciu D (2012) Query-based data pricing. In: Benedikt M, Krötzsch M, Lenzerini M (eds) Proceedings of the 31st ACM SIGMOD-SIGACT-SIGART sympo-sium on principles of database systems, PODS 2012, Scottsdale, AZ, USA, May 20–24, 2012. ACM,pp 167–178. https://doi.org/10.1145/2213556.2213582",title_exact,0.97,9,"Pricesshould be computed in polynomial time with respect to the number of participants [ 1]o rt h e number of data products [ 17]. In some application scenarios, however, it takes exponential time to compute the pricing functions with desirable properties, such as Shapley fairness [ 37], arbitrage-freeness [ 58], and revenue maximization [ 17]. For example, Koutris et al.

... [another target-aligned mention] ...

For example, Koutris et al. [ 58]s h o w that computing arbitrage-free prices of join queries on a relational database is in generalNP-hard. How to efﬁciently determine prices with desirable properties presents technicalchallenges.

... [another target-aligned mention] ...

The ﬁrst formal framework for arbitrage-free query-based data pricing was introduced by Koutris et al. [ 58]. The major idea is that a data seller can ﬁrst specify the prices of a few views Vover a database, and then the price of a query bundle Qis decided algorithmically.

... [another target-aligned mention] ...

Subsequently, Koutris et al. [ 59] develop a prototype pricing system, QueryMarket, based on the idea [ 58]. They formulate the pricing model as an integer linear program (ILP) with the objective to minimize the total cost of purchased views V p.

... [another target-aligned mention] ...

Cong et al. [58] do. By adapting the theoretical results in [ 58], the authors show that the view-based pricing model for linear aggregation queries is NP-hard.

... [another target-aligned mention] ...

[58] do. By adapting the theoretical results in [ 58], the authors show that the view-based pricing model for linear aggregation queries is NP-hard. Lin and Kifer [ 65] study arbitrage-free pricing for general data queries.

... [another target-aligned mention] ...

The authors point out that the model by Koutris et al. [ 58] has pricing- based arbitrage, that is, the computed prices may leak information about D. Theoretically, they propose an instance-independent pricing function and a delayed pricing function thatare arbitrage-free across all forms.

... [another target-aligned mention] ...

Cong et al. Table 1 The representative data pricing models of raw data sets Product Objectives References General data No speciﬁc optimization goals [ 43] (1) Revenue maximization [ 117] Sensing data (1) Truthfulness; (2) Individual rationality; (3) Proﬁtability[115] (1) Truthfulness; (2) Social welfare maximization[52] (1) Truthfulness (2) Buyer’s cost minimization [ 60] Chain queries, conjunctive queries, and cyclic queries(1) Arbitrage-freeness; (2) Discount-freeness [ 58] Conjunctive queries (1) Arbitrage-freeness; (2) Discount-freeness; (3) History-awareness; (4) Fairness[59] General data queries (1) Arbitrage-freeness [ 28], [65] (1) Arbitrage-freeness; (2) History-awareness [ 29] (1) Arbitrage-freeness; (2) Revenue maximization[16] Selection-projection-natural join queries over incomplete databases(1) Arbitrage-freeness; (2) History-awareness [ 75] Selection queries (1) History-awareness [ 111] Counting queries on binary data (1) Privacy compensation; (2) Truthfulness; (3) Buyer’s cost minimization[38] Linear aggregation queries (1) Privacy compensation; (2) Query accuracy maximization under budget constraint[21] (1) Privacy compensation; (2) Personalized maximum tolerable privacy loss; (3) Queryaccuracy maximization under budgetconstraint[83] (1) Privacy compensation; (2) Truthfulness; (3) Personalized maximum tolerable privacy loss; (4) Query accuracy maximization under budget constraint[121] (1) Privacy compensation; (2) Arbitrage-freeness [ 62] (1) Privacy compensation; (2) Arbitrage-freeness; (3) Dependency fairness[84] Geo-location data (1) Privacy compensation; (2) Data accuracy maximization under budget constraint[53] tables can be used as a starting point in helping data pricing practitioners to choose the right pricing models for their settings. Tables 1,2,3,a n d 4have three columns.

... [another target-aligned mention] ...

A data buyerwith a limited budget may not want to purchase many similar data points, as the diversity oftraining data sets is critical to the performance of machine learning models [ 34]. Query-based pricing models [ 58] allow data buyers to only purchase their interested parts of a data set. However, the existing query-based pricing models are only designed for relational data setsin monopoly markets.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3195579788->W2473283431,W3195579788,W2473283431,Data pricing in machine learning pipelines,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,2020,2016,71,"Luong NC, Hoang DT, Wang P, Niyato D, Kim DI, Han Z (2016) Data collection and wireless communi- cation in internet of things (IoT) using economic analysis and pricing models: a survey. IEEE CommunSurv Tutor 18(4):2546–2590",title_compact_exact,0.99,3,"This strategy is adopted in personal data pricing, where thecost is the total privacy compensation to data owners [ 84]. A disadvantage of the cost-based pricing strategy is that it only considers internal factors in determining the selling price.External factors, such as competition and demands, are not included [ 71]. Customer value-based pricing determines the price of a product primarily based on how much the target customers believe a product is worth [ 27].

... [another target-aligned mention] ...

Customer value-based pricing determines the price of a product primarily based on how much the target customers believe a product is worth [ 27]. To apply customer value-based pricing, a seller needs to estimate customers’ demands for a product through their willingnessand affordability [ 71]. Customer value-based pricing is the most popularly used strategy for data pricing.

... [another target-aligned mention] ...

Game theory provides a powerful tool to implement the strategy. In a non-cooperative game, every seller is selﬁsh and sets theprice that maximizes the seller’s proﬁt independently [ 71]. The competition result, that is the asking price of each seller, is the Nash equilibrium [ 80].",exact,high_confidence,Candidate v2.2 rescue via title_compact_exact (score=0.990) | human_reference_marker_confirmed=71 | human_note=nan,rescued_and_verified
W3195579788->W2612128091,W3195579788,W2612128091,Data pricing in machine learning pipelines,QIRANA,2020,2020,29,"Deep S, Koutris P (2017b) QIRANA: a framework for scalable query pricing. In: Salihoglu S, Zhou W, Chirkova R, Yang J, Suciu D (eds) Proceedings of the 2017 ACM international conference on 123 Data pricing in machine learning pipelines 1449 management of data, SIGMOD conference 2017, Chicago, IL, USA, May 14–19, 2017. ACM, pp 699–",title_exact,0.97,6,"In a sell-side marketplace, the arbiter is operatedby a monopoly data seller to sell the single seller’s data products. In literature, sell-sidemarketplaces are considered by pricing models of both general data sets [ 43] and speciﬁc types of data products, such as XML documents [ 108] and data queries on a relational database [ 29]. A buy-side marketplace [ 120] ,a ss h o w ni nF i g .

... [another target-aligned mention] ...

Several examples of arbitrage-free pricing functionsare presented, including the weighted coverage function and the Shannon entropy function. Deep and Koutris [ 29] later implement the theoretical framework [ 28] into a real time pricing system, QIRANA, which computes the price of a query bundle Qfrom the view of uncertainty reduction. They assume that a buyer is facing a set of all possible databaseinstances Swith the same schema as the true database instance D.

... [another target-aligned mention] ...

QueryMarket [ 59] tracks the purchased views of a customer and avoids charging those views when pricing future queries of the customer. Both[29]a n d[ 75] support history-aware pricing in the same vein as [ 59]. One drawback of these history-based approaches is that the seller must provide reliable storage to keep users’ queryhistory [ 111].

... [another target-aligned mention] ...

By tracking coupon status, the data seller guarantees that each coupon will be usedonly once. However, the pricing function has no arbitrage-free guarantee [ 29]. 3.4 Privacy compensation Machine learning models in many areas, like recommendation systems [ 21] and personalized medical treatments [ 72], require a large amount of personal data.

... [another target-aligned mention] ...

Such ﬂexibility makes it easier to version raw data products, and enablesmore ﬂexible pricing mechanisms. For example, according to how much information isrevealed, different prices can be assigned to different queries on the same database [ 29]. 123 1442 Z.

... [another target-aligned mention] ...

Cong et al. Table 1 The representative data pricing models of raw data sets Product Objectives References General data No speciﬁc optimization goals [ 43] (1) Revenue maximization [ 117] Sensing data (1) Truthfulness; (2) Individual rationality; (3) Proﬁtability[115] (1) Truthfulness; (2) Social welfare maximization[52] (1) Truthfulness (2) Buyer’s cost minimization [ 60] Chain queries, conjunctive queries, and cyclic queries(1) Arbitrage-freeness; (2) Discount-freeness [ 58] Conjunctive queries (1) Arbitrage-freeness; (2) Discount-freeness; (3) History-awareness; (4) Fairness[59] General data queries (1) Arbitrage-freeness [ 28], [65] (1) Arbitrage-freeness; (2) History-awareness [ 29] (1) Arbitrage-freeness; (2) Revenue maximization[16] Selection-projection-natural join queries over incomplete databases(1) Arbitrage-freeness; (2) History-awareness [ 75] Selection queries (1) History-awareness [ 111] Counting queries on binary data (1) Privacy compensation; (2) Truthfulness; (3) Buyer’s cost minimization[38] Linear aggregation queries (1) Privacy compensation; (2) Query accuracy maximization under budget constraint[21] (1) Privacy compensation; (2) Personalized maximum tolerable privacy loss; (3) Queryaccuracy maximization under budgetconstraint[83] (1) Privacy compensation; (2) Truthfulness; (3) Personalized maximum tolerable privacy loss; (4) Query accuracy maximization under budget constraint[121] (1) Privacy compensation; (2) Arbitrage-freeness [ 62] (1) Privacy compensation; (2) Arbitrage-freeness; (3) Dependency fairness[84] Geo-location data (1) Privacy compensation; (2) Data accuracy maximization under budget constraint[53] tables can be used as a starting point in helping data pricing practitioners to choose the right pricing models for their settings. Tables 1,2,3,a n d 4have three columns.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3195579788->W2743929098,W3195579788,W2743929098,Data pricing in machine learning pipelines,Data pricing strategy based on data quality,2020,2017,117,"Yu H, Zhang M (2017) Data pricing strategy based on data quality. Comput Ind Eng 112:1–10. https:// doi.org/10.1016/j.cie.2017.08.008",title_exact,0.97,3,"A more comprehensive list of quality criteria is proposedin [106]. Yu and Zhang [ 117] study the problem of trading multiple versions of a data set, constructed by different data quality factors. They assume customers’ demands and maximum acceptableprices of different versions are public.

... [another target-aligned mention] ...

Solving the bi-level programming model is NP-hard. Yu and Zhang [ 117] propose a heuristic genetic algorithm to approach it numerically. 123 1426 Z.

... [another target-aligned mention] ...

Cong et al. Table 1 The representative data pricing models of raw data sets Product Objectives References General data No speciﬁc optimization goals [ 43] (1) Revenue maximization [ 117] Sensing data (1) Truthfulness; (2) Individual rationality; (3) Proﬁtability[115] (1) Truthfulness; (2) Social welfare maximization[52] (1) Truthfulness (2) Buyer’s cost minimization [ 60] Chain queries, conjunctive queries, and cyclic queries(1) Arbitrage-freeness; (2) Discount-freeness [ 58] Conjunctive queries (1) Arbitrage-freeness; (2) Discount-freeness; (3) History-awareness; (4) Fairness[59] General data queries (1) Arbitrage-freeness [ 28], [65] (1) Arbitrage-freeness; (2) History-awareness [ 29] (1) Arbitrage-freeness; (2) Revenue maximization[16] Selection-projection-natural join queries over incomplete databases(1) Arbitrage-freeness; (2) History-awareness [ 75] Selection queries (1) History-awareness [ 111] Counting queries on binary data (1) Privacy compensation; (2) Truthfulness; (3) Buyer’s cost minimization[38] Linear aggregation queries (1) Privacy compensation; (2) Query accuracy maximization under budget constraint[21] (1) Privacy compensation; (2) Personalized maximum tolerable privacy loss; (3) Queryaccuracy maximization under budgetconstraint[83] (1) Privacy compensation; (2) Truthfulness; (3) Personalized maximum tolerable privacy loss; (4) Query accuracy maximization under budget constraint[121] (1) Privacy compensation; (2) Arbitrage-freeness [ 62] (1) Privacy compensation; (2) Arbitrage-freeness; (3) Dependency fairness[84] Geo-location data (1) Privacy compensation; (2) Data accuracy maximization under budget constraint[53] tables can be used as a starting point in helping data pricing practitioners to choose the right pricing models for their settings. Tables 1,2,3,a n d 4have three columns.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,original_v21
W3195579788->W2765365501,W3195579788,W2765365501,Data pricing in machine learning pipelines,Pricing of Data Products in Data Marketplaces,2020,2020,35,"Fricker SA, Maksimov YV (2017) Pricing of data products in data marketplaces. In: Ojala A, Holmström Olsson H, Werder K (eds) Software business. Springer, Cham, pp 49–66",title_exact,0.97,2,"Figure 1shows the connections of the four tasks. There are some previous surveys related to data pricing [ 35,63,120]. This article covers a substantially deeper and more focused scope than those.

... [another target-aligned mention] ...

2.3 Four types of data markets Similar to physical goods, the prices of data products are also inﬂuenced by the dominanceand diversity of supplies and demands in the market. Fricker and Maksimov [ 35] identify four types of data markets. First, in a monopoly ,a supplier holds enough market power to set prices to maximize proﬁts.",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
W3195579788->W2790400697,W3195579788,W2790400697,Data pricing in machine learning pipelines,"A Survey on Big Data Market: Pricing, Trading and Protection",2020,2018,63,"Liang F, Yu W, An D, Yang Q, Fu X, Zhao W (2018) A survey on big data market: pricing, trading and protection. IEEE Access 6:15132–15154",title_exact,0.97,1,"Figure 1shows the connections of the four tasks. There are some previous surveys related to data pricing [ 35,63,120]. This article covers a substantially deeper and more focused scope than those.",grouped,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,original_v21
