edge_id,source_id,target_id,citing_paper_title,cited_paper_title,citing_year,cited_year,target_reference_marker,target_reference_entry,reference_match_method,reference_match_score,num_mentions,all_target_aligned_contexts,context_type,alignment_status,alignment_note,candidate_upgrade_reason
W4226305897->W2533772775,W4226305897,W2533772775,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,A pricing model for Big Personal Data,2020,2016,133,"Yuncheng, S.; Bing, G.; Yan, S.; Xuliang, D.; Xiangqian, D.; Hong, Z. A pricing model for Big Personal Data. Tsinghua Sci. Technol. 2016 ,21, 482–490. [CrossRef]",title_exact,0.97,2,"[124] Market analysis Examining the market size and value of data marketplaces. [125–127] Pricing mechanismsDiscussing mathematical or economic approaches in evaluating, valuating, or pricing datasets (or data services) in data marketplaces.[47,128–145] Articles in the ﬁnance domain are not equally distributed across categories because most discussions are centralized in pricing mechanisms . Unlike the computational pricing in the STOF technology domain that focuses on technical aspects like query- or machine learning-based pricing (see Section 3.2), the pricing mechanisms here emphasize more on mathematical or economic approaches in valuating or pricing data in data marketplaces.

... [another target-aligned mention] ...

[ 131] propose pricing functions for aggregated personal data; Parra-Arnau [ 132] mathematically examine the tradeoff between privacy and money in personal data market; Yuncheng et al. [ 133] identify the properties that contribute to price personal data, such as data cost, value weight, information entropy, credit rating, and data reference index; Li et al. [ 134,135], discuss an economic theory of pricing personal data.",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W3008256197->W2974598553,W3008256197,W2974598553,The Effect of Privacy Regulation on the Data Industry: Empirical Evidence from GDPR,Too Much Data: Prices and Inefficiencies in Data Markets,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2010653253->W2097281067,W2010653253,W2097281067,A survey of smart data pricing,TUBE,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W3021125948->W2010653253,W3021125948,W2010653253,Contract Design in Hierarchical Game for Sponsored Content Service Market,A survey of smart data pricing,2020,2020,[35],"S. Sen, C. Joe-Wong, S. Ha and M. Chiang, “A survey of smart data pricing: Past proposals, current plans, and future trends,” Acm computing surveys (csur), vol. 46, no. 2, pp. 15, 2013.",title_exact,0.97,1,"Thus, the MNO determines the optimal price pto solve the following payoff, i.e., utility, maximization problem: UMNO (p) =XN i=1i[(1",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W4226305897->W2018362551,W4226305897,W2018362551,Business Data Sharing through Data Marketplaces: A Systematic Literature Review,The challenges of personal data markets and privacy,2020,2020,123,"Spiekermann, S.; Acquisti, A.; Böhme, R.; Hui, K.-L. The challenges of personal data markets and privacy. Electron. Mark. 2015 , 25, 161–167. [CrossRef]",title_exact,0.97,2,"This category also discusses the implications of data trading for social, political, economic, and cultural contexts [ 5]. Finally, many articles discuss the topic of exploitation of individual data in personal data marketplaces [ 120–123]. Table 4.

... [another target-aligned mention] ...

[102–104] GovernanceExploring governing processes by certain actors (e.g., data marketplace operators) via several mechanisms, such as norms or power.[106–117] Social implications Discussing data marketplace impacts for society. [5,118–123] 3.4. The Finance Domain We identify three categories in the STOF ﬁnance domain (see Table 5).",mixed,range,Reference entry matched with high title confidence; marker appears in a range citation.,
W2942073230->W2289113545,W2942073230,W2289113545,Big Data Market Optimization Pricing Model Based on Data Quality,Smart data pricing models for the internet of things: a bundling strategy approach,2019,2016,[17],"Y. Bakos and E. Brynjolfsson, “ Aggregation and disaggregation of information goods: Implications for bundling, site licensing,and micropayment systems, ” Lectures in E-Commerce ,p p .1 0 3 – 122, 2001. [ 1 8 ] D .N i y a t o ,D .T .H o a n g ,N .C .L u o n g ,P .W a n g ,D .I .K i m ,a n d Z. Han, “Smart data pricing models for the internet of things:a bundling strategy approach, ” IEEE Network,v o l .3 0 ,n o .2 ,p p . 18–25.",title_exact,0.97,1,"They believe that the two pricingmechanisms of information products, i.e., fixed costand pay-per-payment mechanisms, may affect theprofit of the seller. (2) Bundling pricing: this strategy originates from capital data market, and it represents an aggregation tech-nique [17]. In the capital data market, data vendors Complexity 3 bundle multiple types of products in accordance with certain strategies and allocate different prices forthem to be selected by heterogeneous consumers.Niyato et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W2942073230->W2293940046,W2942073230,W2293940046,Big Data Market Optimization Pricing Model Based on Data Quality,Query-Based Data Pricing,2019,2020,[21],"P . Koutris, P . Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing, ” in Proceedings of the Symposium on Principles of Database Systems ,v o l .6 2 ,p p .1 6 7 – 1 7 8 ,2 0 1 2 . [ 2 2 ]Y .S h e n ,B .G u o ,Y .S h e n ,X .D u a n ,X .D o n g ,a n dH .Z h a n g , “ A pricing model for Big Personal Data, ” Tsinghua Science and Technology ,v o l .2 1 ,n o .5 ,p p .4 8 2 – 4 9 0 ,2 0 1 6 .",title_exact,0.97,1,"Th e r ea r ea l s os o m es c h o l a r sw h oh a v es t u d i e dt h e pricing model of data products from different perspectives.Koutris et al. [21] studied query-based pricing, and theydesigned a pricing algorithm that satisfies no-arbitrage andno-discount allowing the price of any query to be exportedautomatically. Shen et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W2942073230->W2533772775,W2942073230,W2533772775,Big Data Market Optimization Pricing Model Based on Data Quality,A pricing model for Big Personal Data,2019,2016,[21],"P . Koutris, P . Upadhyaya, M. Balazinska, B. Howe, and D. Suciu, “Query-based data pricing, ” in Proceedings of the Symposium on Principles of Database Systems ,v o l .6 2 ,p p .1 6 7 – 1 7 8 ,2 0 1 2 . [ 2 2 ]Y .S h e n ,B .G u o ,Y .S h e n ,X .D u a n ,X .D o n g ,a n dH .Z h a n g , “ A pricing model for Big Personal Data, ” Tsinghua Science and Technology ,v o l .2 1 ,n o .5 ,p p .4 8 2 – 4 9 0 ,2 0 1 6 .",title_exact,0.97,1,"Th e r ea r ea l s os o m es c h o l a r sw h oh a v es t u d i e dt h e pricing model of data products from different perspectives.Koutris et al. [21] studied query-based pricing, and theydesigned a pricing algorithm that satisfies no-arbitrage andno-discount allowing the price of any query to be exportedautomatically. Shen et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W2942073230->W2743929098,W2942073230,W2743929098,Big Data Market Optimization Pricing Model Based on Data Quality,Data pricing strategy based on data quality,2019,2017,[29],"H. Yu and M. Zhang, “Data pricing strategy based on data qual- ity,”Computers & Industrial Engineering ,v o l .1 1 2 ,s u p p e m e n t1 , pp. 1–10, 2017 .",title_compact_exact,0.99,1,"The measurement of dimensions will vary according to the type of data, so quality has to be evaluatedusing the criteria that the data has to comply with. In[28, 29], the applicability of the quality dimension to thedata market has been reviewed, especially the concept of version control, i.e., the data seller creates different quality versions of the data product to suit the needs and tastesof heterogeneous consumers. Literature [30] summarizesseven quality standards, which were expressed as 𝑄 𝑑= {𝑎𝑐𝑐𝑢𝑟𝑎𝑐𝑦, completeness, redundancy, data volume, latency, response time, 𝑡𝑖𝑚𝑒𝑙𝑖𝑛𝑒𝑠𝑠}.",grouped,grouped,Candidate v2.2 rescue via title_compact_exact (score=0.990),Candidate v2.2 rescue via title_compact_exact (score=0.990)
W2942073230->W2765365501,W2942073230,W2765365501,Big Data Market Optimization Pricing Model Based on Data Quality,Pricing of Data Products in Data Marketplaces,2019,2020,[1],"S. A. Fricker and Y. V . Maksimov, “Pricing of data products in data marketplaces, ” in Proceedings of the International Confer- ence of Software Business ,v o l .3 0 4 ,p p .4 9 – 6 6 ,2 0 1 7 . [ 2 ] Y .J i a o ,P .W a n g,D .N i y a t o ,M .A b uA l s h e i k h ,a n dS .F e n g,“ P r o fi t maximization auction and data management in big data mar- kets, ” in Proceedings of the 2017 IEEE Wireless Communications and Networking Conference, WCNC , pp. 1–6, San Francisco, CA, USA, 2017 . [ 3 ]A .M u s c h a l l e ,F .S t a h l ,A .L a s e r ,a n dG .V o s s e n ,“ P r i c i n g approaches for data markets,” in Proceedings of the Workshop Business Intelligence for the Real Time Enterprise , pp. 129–144, 2012.",title_exact,0.97,2,"The storage and calculation of big dataare no longer the sole purpose. By using data mining andmachine learning to analyze data, it provides an opportunityto bring about breakthroughs in processing video, images,a n ds p e e c h[ 1 ] .U n f o r t u n a t e l y ,o n l yas m a l la m o u n to fd a t ai scurrently being fully utilized and its use is limited as well. Thereuse of these data can create huge commercial value, whichis the true meaning of big data.

... [another target-aligned mention] ...

In other words, we can create anynumber of quality levels based on them. For simplicity, onlythree measures in 𝑄 𝑑are all scaled in interval [0,1] and will be demonstrated here in detail, i.e., accuracy ,completeness, and redundancy . Table 1 [31] contains the metrics, report names, and description definitions for each quality attribute and liststhe calculation formulas.",mixed,grouped,Reference entry matched with high title confidence; marker appears in a grouped citation.,
W2921968831->W2759182208,W2921968831,W2759182208,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,Pricing privacy – the right to know the value of your personal data,2019,2017,[18],"G. Malgieri and B. Custers, “Pricing privacy – the right to know the value of your personal data,” Computer Law & Security Review, vol. 34, no. 2, pp. 289 – 303, 2018.",title_exact,0.97,5,"The pro- posed WTB is also designed based on literature [17] to reﬂect real-world behaviors. This paper also proposes a personal data quality model for the collection of heterogeneous types of personal data by considering correlations of multiple personal data types as well as quantity of personal dataset based on literature [18] related to personal data pricing factors. The correlation of multiple personal data types is important to measure quality of personal dataset because when personal data is combined with other personal data, per- sonal data providers can potentially be identiﬁed through additional processing.

... [another target-aligned mention] ...

Content may change prior to final publication. Citation information: DOI 10.1109/ACCESS.2019.2904248, IEEE Access SUBMITTED TO IEEE ACCESS 3 and valuations of privacy (i.e., personal data pricing or pri- vacy pricing models) have also been studied [18], [28]–[33]. Malgieri and Custers investigated that the monetary value of personal data can be quantiﬁed with various personal data pricing factors [18].

... [another target-aligned mention] ...

Citation information: DOI 10.1109/ACCESS.2019.2904248, IEEE Access SUBMITTED TO IEEE ACCESS 3 and valuations of privacy (i.e., personal data pricing or pri- vacy pricing models) have also been studied [18], [28]–[33]. Malgieri and Custers investigated that the monetary value of personal data can be quantiﬁed with various personal data pricing factors [18]. Gkatzelis et al.

... [another target-aligned mention] ...

Quantifying the value and quality of personal data is an important factor to decide price of personal data. We choose several metrics to deﬁne the personal data quality function Q based on [18]. By analyzing various privacy regulations and researches, this work investigated privacy pricing factors as follows: sizeof dataset, completeness of dataset, a number of data types and their combinations, the level of identiﬁability of personal data.

... [another target-aligned mention] ...

There are many possible ways to increase the possibility for market participation of personal data providers; and in this paper, we have focused on a possible approach with personal data providers’ incentives. Since personal data now become a new ﬁnancial asset for individuals [10], this approach also has investigated in previous works [18], [28], [33]. However, it was still ambiguous about the feasibility of the IoT data market with personal data providers’ incentives; in other words, how 2169-3536 (c) 2018 IEEE.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W2921968831->W2533772775,W2921968831,W2533772775,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,A pricing model for Big Personal Data,2019,2016,[30],"Y . Shen, B. Guo, Y . Shen, X. Duan, X. Dong, and H. Zhang, “A pricing model for Big Personal Data,” Tsinghua Science and Technology, vol. 21, no. 5, pp. 482–490, 2016.",title_exact,0.97,1,"Shen et al. also proposed a linear function based the per- sonal data pricing scheme by considering information entropy, credit of data providers, and data reference index [30]. Xu et al.proposed a dynamic personal data pricing scheme using the multi-armed bandit approach under privacy-preserved personal data environments [31].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W2954543879->W2180742472,W2954543879,W2180742472,Iris: Deep Reinforcement Learning Driven Shared Spectrum Access Architecture for Indoor Neutral-Host Small Cells,Smart data pricing,2019,2020,[27],"S. Sen et al., “Smart data pricing: using economics to manage network congestion,” Communications of the ACM, vol. 58, no. 12, pp. 86–93, 2015.",title_exact,0.97,0,,,ambiguous,"Reference entry matched, but the target marker was not found in the citing body text.",
W2921968831->W1841962286,W2921968831,W1841962286,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,A Priced Public Sensing Framework for Heterogeneous IoT Architectures,2019,2013,[23],"A. E. Al-Fagih, F. M. Al-Turjman, W. M. Alsalih, and H. S. Hassanein, “A priced public sensing framework for heterogeneous iot architectures,” IEEE Transactions on Emerging Topics in Computing, vol. 1, no. 1, pp. 133–147, June 2013.",title_exact,0.97,1,"Al-Fagih et al. proposed a data pricing scheme for public sensing framework considering delay, quality of services, and trust factors [23]. Competitive data markets also have been studied.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W3096125752->W2974598553,W3096125752,W2974598553,Data Sharing and Market Power with Two-Sided Platforms,Too Much Data: Prices and Inefficiencies in Data Markets,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2310916783->W2168402580,W2310916783,W2168402580,Marketplaces for Digital Data: Quo Vadis?,Query-based data pricing,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W3127298136->W3123243120,W3127298136,W3123243120,A Model of the Data Economy,Nonrivalry and the Economics of Data,2020,2020,0,"For eachtuntilT: Determine the choice of ktand price at this state t. Calculate t+1from tandkt. Trade Value Function Approximation: Figure 2 solves for dynamic transition path when rms are allowed to buy/sell data for xed nal goods and data prices. We take the same steps as written above, but now optimize over !rather then k. 46",failed,0.0399796851193499,2,"Details in Appendix A.15. Proposition 1 S-Shaped Accumulation of Knowledge When all rms are in steady state, except for one rm i, then the rm's net data ow i;t+1",grouped,failed,Target paper could not be matched confidently to a numbered reference entry.,
W3127298136->W3124517880,W3127298136,W3124517880,A Model of the Data Economy,Optimal Sticky Prices under Rational Inattention,2020,2020,0,"For eachtuntilT: Determine the choice of ktand price at this state t. Calculate t+1from tandkt. Trade Value Function Approximation: Figure 2 solves for dynamic transition path when rms are allowed to buy/sell data for xed nal goods and data prices. We take the same steps as written above, but now optimize over !rather then k. 46",failed,0.0130615097856477,2,"Details in Appendix A.15. Proposition 1 S-Shaped Accumulation of Knowledge When all rms are in steady state, except for one rm i, then the rm's net data ow i;t+1",grouped,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2743929098->W2293940046,W2743929098,W2293940046,Data pricing strategy based on data quality,Query-Based Data Pricing,2017,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2920282816->W2612128091,W2920282816,W2612128091,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,QIRANA,2019,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2906578628->W2473283431,W2906578628,W2473283431,The Internet of Things: A Review of Enabled Technologies and Future Challenges,Data Collection and Wireless Communication in Internet of Things (IoT) Using Economic Analysis and Pricing Models: A Survey,2018,2016,[3],"N. C. Luong, D. T. Hoang, P. Wang, D. Niyato, D. I. Kim, and Z. Han, “Data collection and wireless communication in internet of things (iot) using economic analysis and pricing models: A survey,” IEEE Commu- nications Surveys & Tutorials, vol. 18, no. 4, pp. 2546–2590, 2016.",title_exact,0.97,13,"INTRODUCTION THE Internet technology has been experiencing consid- erable modiﬁcations since its early times and has turned out to be an imperative transmission framework aiming at everywhere and every time connectivity [1]. The Internet of Things (IoT) is a new concept permitting billions of tiny machines, for example, sensors, to be connected to the Internet [2], [3]. With the Internet growth, IoT has carried out an impressive effect to several ﬁelds and there have been numerous IoT applications employed for enhancing the network operation and users’ quality of experience.

... [another target-aligned mention] ...

With the improvement of IoT, several technologies have been introduced [24], which are the main focus of this paper and are discussed in the following sections in detail. Several good surveys have been published on IoT enabled technologies, such as IoT-based smart cities [25], heterogeneous IoT [5], fog computing for IoT [19], data mining for IoT [26], WSN-based data centric IoT [3], IoT- based cellular communications [1], context awareness-based IoT [27], virtual object-based IoT [28], and IoT-based real- time analytics [29]. This survey provides a detailed expla- nation of the mentioned papers in terms of their contribu- tions and future directions for further research.

... [another target-aligned mention] ...

Section V draws a sketch of data mining for IoT [26] classiﬁed into four technologies, i.e., clustering, classiﬁcation, frequent patterns, and association rules. Section VI reports the WSN- based data centric IoT [3] with regard to different data aggregation mechanisms. Section VII summarizes the IoT- based cellular communications [1] considering the long term evolution (LTE).

... [another target-aligned mention] ...

A smart city contains a num- ber of classiﬁcations of end-users, for example, inhabitants, administration, business associates, and so on. Though, a number of surveys are available on smart cities, such as [3], [31]–[40] discussing different overviews and architectures of smart cities, this portion elaborates the most recent survey [25] on smart cities. The survey in [25] consists of four main phases, which are discussed in the following subsections.

... [another target-aligned mention] ...

Citation information: DOI 10.1109/ACCESS.2018.2886601, IEEE Access Ikram Ud Din et al.: IEEE Access TABLE 1. Analysis of presented surveys Survey Reference Scope Smart Cities: IoT Enabling Technolo- gies[25] Data trafﬁc, virtual power plant, emergency sys- tem, health system Heterogeneous IoT [5] Sensing layer, networking layer, cloud computing layer, application layer Fog Computing for IoT [19] Cloud layer, fog layer, device layer Data mining for IoT [26] Clustering, Classiﬁcation, Frequent patterns, Asso- ciation rules WSN-based data centric IoT [3] Data aggregation mechanisms IoT-based cellular communications [1] Long Term Evolution (LTE) Context Awareness-based IoT [27] Applications and middleware solutions Virtual object-based IoT [28] Historical evolution and current features Real-Time analytics based IoT [29] Wireless, wired, and hybrid data centers TABLE 2. Acronyms and their deﬁnitions Acronym Deﬁnition Acronym Deﬁnition BCCH Broadcast Control Channel OT Operation Theater BS Base Station PRACH Physical Random Access Channel CATM UE MTC Category for User Equipment PSNR Peak-Signal-to-Noise-Ratio CCTV Closed-Circuit Television PUCCH Physical Uplink Control Channel CLA Context Lifecycle Approach PUSCH Uplink Shared Channel C-RAN Cloud-Radio Access Network QoS Quality-of-Service CXaaS Context-as-a-Service RAN Radio Access Network DMRS Demodulation Reference Signal RFID Radio-Frequency Identiﬁcation DoS Denial of Service RLC Radio Link Control ELA Enterprise Lifecycle Approach RSU Road Side Unit F-RAN Fog-Radio Access Network SDN Software Deﬁned Network GPS Global Positioning System SRS Sounding Reference Signal H2H Human-to-Human SSE Sum of Squared Errors IOS Internet Operating System SVM Support Vector Machine IoT Internet of Things UII Unique Item Identiﬁcation KDD Knowledge Discovery in Databases V ANET Vehicular Ad hoc Network LAN Local Area Network VNI Visual Networking Index LSVM Linear Support Vector Machine VPP Virtual Power Plant LTE Long Term Evolution WSN Wireless Sensor Network MTC Machine Type Communication 3GPP 3rd Generation Partnership Project M2M Machine-to-Machine 4G Fourth Generation NB Narrowband 5G Fifth Generation analyzed and distributed for a safer drive.

... [another target-aligned mention] ...

Various IoT paradigms have been proposed in the litera- ture [164]–[167], which provide sufﬁcient knowledge about the stated characteristics. The WSN-based data centric IoT survey [3] focuses on the following four issues: i) Data exchange, ii) Resource and task allocation, iii) Coverage and target tracking, and iv) Denial of service (DoS) attack prevention pertaining to economic models. These modules are discussed in the following subsections in detail.

... [another target-aligned mention] ...

(c) Data collection in a sealed-bid reverse auction. (d) Data collection, where the service provider splits the budget and the targeted work into various small budgets and periods [3]. A.

... [another target-aligned mention] ...

XI. LESSONS LEARNED This section is based on the following IoT-related papers: i) smart cities [25] that consist of trafﬁc management, virtual power plants, emergency and health systems; ii) heteroge- neous IoT [5] that elaborates the functions of application, cloud, networking, and sensing layers; iii) fog computing [19], which elucidates the functionalities of cloud, fog, and device layers; iv) data mining [26], which is classiﬁed into four parts, i.e., clustering, classiﬁcation, frequent patterns, and association rules; v) data centric WSN [3] with respect to four aggregated schemes, i.e., data exchange, task and/or re- source allocation, sensing coverage with target identiﬁcation, and prevention of DoS attacks; vi) cellular communications [1] with regard to LTE; vii) content-awareness [27], which delineates a range of middleware applications along with their solutions; viii) virtual objects [28] in terms of archi- tectures and their roles; and ix) real-time analytics [29] with respect to network requirements and methodologies. These lessons are presented in the following subsections in detail.

... [another target-aligned mention] ...

E. WSN-BASED DATA CENTRIC IOT Different from the traditional WSN, the IoT-based WSN [3] needs to be smarter [163], because it does not only execute ordinary tasks but also perform important functions with little human involvement. Dealing with billions of IoT devices, numerous challenges in terms of economical deployment and appropriate processing can be faced.

... [another target-aligned mention] ...

Data mining for IoT [26] Presents an overview of the features of data mining for IoT in line with future challenges and open issues.Ignores to present the IoT overview from various angles, such as semantics, devices, and Internet. WSN-based data centric IoT [3] Studies various functions of the economic and pricing prototypes, called intelligent log- ical decision-making techniques, to design procedures and systems for wireless sensor networks.Lakes to provide a partition of network trafﬁc into logical phases that affect the functionali- ties of WSNs. IoT-based cellular communications [1] Delivers a detailed explanation of the MTC development through various LTE releases and the newly designed MTC categories.Discusses only the physical layer features and neglects other important aspects, such as end- to-end network slicing and scalability issues for mobile IoT.

... [another target-aligned mention] ...

Real-Time analytics based IoT [29] Deﬁnes the essentials of the real-time IoT analytics and procedures, and clariﬁes limi- tations of the system policies for their valida- tion.Does not discuss protocols and applications that would assist the research community to choose appropriate technologies. with respect to WSN, WiFi, and cellular communications, iii) fog computing [19] with regard to users’ privacy and trust- worthiness, iv) data mining [26] in line with decentralized and heterogeneous techniques, v) data centric WSN [3] con- cerning mobility patterns and payment security, vi) cellular communications [1] with reference to obtaining frequency and operating cell IDs, vii) context-awareness [27] pertaining to device recognition and connection, viii) virtual objects [28] regarding their lifecycle and garbage collection, and ix) real-time analytics [29] in connection with scalability, fault tolerance, and massive data transmission. These challenges are addressed in the following subsections separately.

... [another target-aligned mention] ...

Pricing models for determining communica- tions and data gathering glitches in delivery networksLuonget al. [3] have provided economic models to determine communications and data aggregation issues in the IoT environment. Long Term Evolution (LTE-A)-based delivery networksElsaadany et al.

... [another target-aligned mention] ...

Hence, the server should keep track of the pattern of mobility of each in- dividual cellphone user [308]. In addition, payment security and bids’ conﬁdentiality [309] are two other prominent open research issues [3]. F.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W2921968831->W2790400697,W2921968831,W2790400697,Personal Data Trading Scheme for Data Brokers in IoT Data Marketplaces,"A Survey on Big Data Market: Pricing, Trading and Protection",2019,2018,[19],"F. Liang, W. Yu, D. An, Q. Yang, X. Fu, and W. Zhao, “A Survey on Big Data Market: Pricing, Trading and Protection,” IEEE Access , vol. 6, pp. 15 132–15 154, 2018.",title_exact,0.97,2,"II. R ELATED WORK Data market and data trading issues have recently motivated studies to maximize revenues and proﬁts of data brokers (or data service providers) while satisfying data consumers (i.e., data buyers) [19]–[26]. Speciﬁcally, various data market structures for data trading like monopoly market, oligopoly market, and strong competition market were introduced in [19].

... [another target-aligned mention] ...

R ELATED WORK Data market and data trading issues have recently motivated studies to maximize revenues and proﬁts of data brokers (or data service providers) while satisfying data consumers (i.e., data buyers) [19]–[26]. Speciﬁcally, various data market structures for data trading like monopoly market, oligopoly market, and strong competition market were introduced in [19]. Niyato et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W4322604225->W2910976764,W4322604225,W2910976764,Data and Markets,Nonrivalry and the Economics of Data,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W4319769514->W2293940046,W4319769514,W2293940046,"Data-Driven Learning for Data Rights, Data Pricing, and Privacy Computing",Query-Based Data Pricing,2022,2020,[25],"Koutris P, Upadhyaya P, Balazinska M, Howe B, Suciu D. Query-based data pricing. J ACM 2015;62(5):1–44 .",title_exact,0.97,1,"Koutris et al. [25] transformed the query-based pricing problem into a network ﬂow problem and automatically derived the price of any query from the price of a given set of views. After that, they adopted a dif- ferent perspective, which transformed the query-based pricing problem into optimized integer linear programming, priced the structured query language (SQL) query based on the price point speciﬁed by the seller, and used the query history to avoid the repeated charging of overlapping information [26].",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W2920282816->W2920282816,W2920282816,W2920282816,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,2019,2019,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2097281067->W2097281067,W2097281067,W2097281067,TUBE,TUBE,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2993467838->W2790400697,W2993467838,W2790400697,Evaluation of big data frameworks for analysis of smart grids,"A Survey on Big Data Market: Pricing, Trading and Protection",2020,2018,7,"Liang F, Yu W, An D, Yang Q, Fu X, Zhao W. A survey on big data market: pricing trading and protection. IEEE Access. 2018;6:15132–54. https ://doi.org/10.1109/ACCES S.2018.28068 81.",title_exact,0.97,1,"J Big Data (2019) 6:109 state-of-the art of big data technology in smart grid is presented. A comprehensive survey on the life cycle of data and data trading, such as studying a variety of data pricing models, categorizing them into different groups, and comparison of these models is presented in [7 ]. Kang et al.",exact,high_confidence,Reference entry matched with high title confidence and target marker was found.,
W4281293246->W2018362551,W4281293246,W2018362551,Business model archetypes for data marketplaces in the automotive industry,The challenges of personal data markets and privacy,2020,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2920282816->W2168402580,W2920282816,W2168402580,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,Query-based data pricing,2019,2020,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W4281293246->W2920282816,W4281293246,W2920282816,Business model archetypes for data marketplaces in the automotive industry,Pricing for Revenue Maximization in IoT Data Markets: An Information Design Perspective,2020,2019,,,no_reference_entries,0.0,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2950902070->W2010653253,W2950902070,W2010653253,"A Survey of Smart Data Pricing: Past Proposals, Current Plans, and Future Trends",A survey of smart data pricing,2020,2020,179,"U of Penn Law School, Public Law Research Paper No. 08-40 . ACM Computing Surveys, Vol. V, No. N, Article 1, Publication date: February 2013.",failed,0.1760220125786163,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
W2950902070->W2097281067,W2950902070,W2097281067,"A Survey of Smart Data Pricing: Past Proposals, Current Plans, and Future Trends",TUBE,2020,2020,179,"U of Penn Law School, Public Law Research Paper No. 08-40 . ACM Computing Surveys, Vol. V, No. N, Article 1, Publication date: February 2013.",failed,0.0293233082706766,0,,,failed,Target paper could not be matched confidently to a numbered reference entry.,
